,greatersydney_x,rings_x,lga,dwellingtype_x,sales_price_median,sales_price_mean,sales_no,date,greatersydney_y,rings_y,dwellingtype_y,wrent_median,new_bonds_no,total_bonds_held,dwellingtype_g
323,Greater Sydney,Middle Ring,Cumberland,Strata,550.0,538.0,147.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,450.0,1219.0,11124.0,Strata
324,Greater Sydney,Middle Ring,Georges River,Non Strata,1178.0,1266.0,136.0,2018-09-30,Greater Sydney,Middle Ring,House,620.0,288.0,3125.0,Non Strata
325,Greater Sydney,Middle Ring,Georges River,Strata,695.0,708.0,110.0,2018-09-30,Greater Sydney,Middle Ring,Other,530.0,79.0,2136.0,Strata
326,Greater Sydney,Middle Ring,Georges River,Strata,695.0,708.0,110.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,590.0,85.0,860.0,Strata
327,Greater Sydney,Middle Ring,Georges River,Strata,695.0,708.0,110.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,500.0,899.0,8485.0,Strata
328,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,2875.0,2994.0,20.0,2018-09-30,Greater Sydney,Middle Ring,House,1050.0,20.0,253.0,Non Strata
329,Greater Sydney,Middle Ring,Hunters Hill,Strata,877.0,970.0,20.0,2018-09-30,Greater Sydney,Middle Ring,Other,530.0,5.0,68.0,Strata
330,Greater Sydney,Middle Ring,Hunters Hill,Strata,877.0,970.0,20.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,615.0,5.0,65.0,Strata
331,Greater Sydney,Middle Ring,Hunters Hill,Strata,877.0,970.0,20.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,590.0,46.0,503.0,Strata
332,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2050.0,2164.0,180.0,2018-09-30,Greater Sydney,Middle Ring,House,995.0,297.0,2532.0,Non Strata
333,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,905.0,985.0,108.0,2018-09-30,Greater Sydney,Middle Ring,Other,650.0,20.0,561.0,Strata
334,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,905.0,985.0,108.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,750.0,20.0,203.0,Strata
335,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,905.0,985.0,108.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,615.0,438.0,3894.0,Strata
336,Greater Sydney,Middle Ring,Parramatta,Non Strata,1123.0,1281.0,184.0,2018-09-30,Greater Sydney,Middle Ring,House,540.0,609.0,5087.0,Non Strata
337,Greater Sydney,Middle Ring,Parramatta,Strata,653.0,650.0,270.0,2018-09-30,Greater Sydney,Middle Ring,Other,450.0,231.0,3536.0,Strata
338,Greater Sydney,Middle Ring,Parramatta,Strata,653.0,650.0,270.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,556.0,285.0,2628.0,Strata
339,Greater Sydney,Middle Ring,Parramatta,Strata,653.0,650.0,270.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,500.0,2876.0,20835.0,Strata
340,Greater Sydney,Middle Ring,Ryde,Non Strata,1435.0,1498.0,90.0,2018-09-30,Greater Sydney,Middle Ring,House,680.0,296.0,2450.0,Non Strata
341,Greater Sydney,Middle Ring,Ryde,Strata,700.0,742.0,171.0,2018-09-30,Greater Sydney,Middle Ring,Other,530.0,59.0,1201.0,Strata
342,Greater Sydney,Middle Ring,Ryde,Strata,700.0,742.0,171.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,615.0,163.0,1431.0,Strata
343,Greater Sydney,Middle Ring,Ryde,Strata,700.0,742.0,171.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,495.0,1194.0,9732.0,Strata
344,Greater Sydney,Middle Ring,Strathfield,Non Strata,1425.0,1552.0,20.0,2018-09-30,Greater Sydney,Middle Ring,House,700.0,52.0,597.0,Non Strata
345,Greater Sydney,Middle Ring,Strathfield,Strata,628.0,623.0,46.0,2018-09-30,Greater Sydney,Middle Ring,Other,520.0,79.0,846.0,Strata
346,Greater Sydney,Middle Ring,Strathfield,Strata,628.0,623.0,46.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,640.0,20.0,235.0,Strata
347,Greater Sydney,Middle Ring,Strathfield,Strata,628.0,623.0,46.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,530.0,456.0,3969.0,Strata
348,Greater Sydney,Middle Ring,Willoughby,Non Strata,2240.0,2320.0,72.0,2018-09-30,Greater Sydney,Middle Ring,House,980.0,184.0,1533.0,Non Strata
349,Greater Sydney,Middle Ring,Willoughby,Strata,998.0,1062.0,86.0,2018-09-30,Greater Sydney,Middle Ring,Other,640.0,31.0,655.0,Strata
350,Greater Sydney,Middle Ring,Willoughby,Strata,998.0,1062.0,86.0,2018-09-30,Greater Sydney,Middle Ring,Townhouse,790.0,42.0,553.0,Strata
351,Greater Sydney,Middle Ring,Willoughby,Strata,998.0,1062.0,86.0,2018-09-30,Greater Sydney,Middle Ring,Flat/Unit,600.0,781.0,6220.0,Strata
352,Greater Sydney,Outer Ring,Blacktown,Non Strata,720.0,730.0,522.0,2018-09-30,Greater Sydney,Outer Ring,House,470.0,1937.0,17235.0,Non Strata
353,Greater Sydney,Outer Ring,Blacktown,Strata,538.0,533.0,104.0,2018-09-30,Greater Sydney,Outer Ring,Other,400.0,350.0,3940.0,Strata
354,Greater Sydney,Outer Ring,Blacktown,Strata,538.0,533.0,104.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,460.0,255.0,2859.0,Strata
355,Greater Sydney,Outer Ring,Blacktown,Strata,538.0,533.0,104.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,370.0,485.0,3780.0,Strata
356,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,630.0,650.0,199.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,323.0,3388.0,Non Strata
357,Greater Sydney,Outer Ring,Blue Mountains,Strata,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Other,345.0,20.0,321.0,Strata
358,Greater Sydney,Outer Ring,Blue Mountains,Strata,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,432.5,20.0,268.0,Strata
359,Greater Sydney,Outer Ring,Blue Mountains,Strata,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,322.5,66.0,716.0,Strata
360,Greater Sydney,Outer Ring,Camden,Non Strata,720.0,739.0,233.0,2018-09-30,Greater Sydney,Outer Ring,House,520.0,612.0,4943.0,Non Strata
361,Greater Sydney,Outer Ring,Camden,Strata,540.0,552.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Other,390.0,39.0,505.0,Strata
362,Greater Sydney,Outer Ring,Camden,Strata,540.0,552.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,440.0,32.0,243.0,Strata
363,Greater Sydney,Outer Ring,Camden,Strata,540.0,552.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,45.0,280.0,Strata
364,Greater Sydney,Outer Ring,Campbelltown,Non Strata,600.0,603.0,262.0,2018-09-30,Greater Sydney,Outer Ring,House,430.0,689.0,7330.0,Non Strata
365,Greater Sydney,Outer Ring,Campbelltown,Strata,429.0,431.0,59.0,2018-09-30,Greater Sydney,Outer Ring,Other,380.0,205.0,1815.0,Strata
366,Greater Sydney,Outer Ring,Campbelltown,Strata,429.0,431.0,59.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,380.0,130.0,1746.0,Strata
367,Greater Sydney,Outer Ring,Campbelltown,Strata,429.0,431.0,59.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,360.0,218.0,1678.0,Strata
368,Greater Sydney,Outer Ring,Central Coast,Non Strata,630.0,676.0,825.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,1762.0,17073.0,Non Strata
369,Greater Sydney,Outer Ring,Central Coast,Strata,495.0,513.0,233.0,2018-09-30,Greater Sydney,Outer Ring,Other,325.0,143.0,3166.0,Strata
370,Greater Sydney,Outer Ring,Central Coast,Strata,495.0,513.0,233.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,420.0,268.0,2897.0,Strata
371,Greater Sydney,Outer Ring,Central Coast,Strata,495.0,513.0,233.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,655.0,6479.0,Strata
372,Greater Sydney,Outer Ring,Fairfield,Non Strata,730.0,749.0,150.0,2018-09-30,Greater Sydney,Outer Ring,House,480.0,573.0,6674.0,Non Strata
373,Greater Sydney,Outer Ring,Fairfield,Strata,450.0,449.0,45.0,2018-09-30,Greater Sydney,Outer Ring,Other,400.0,234.0,2637.0,Strata
374,Greater Sydney,Outer Ring,Fairfield,Strata,450.0,449.0,45.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,126.0,1726.0,Strata
375,Greater Sydney,Outer Ring,Fairfield,Strata,450.0,449.0,45.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,380.0,4520.0,Strata
376,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,770.0,917.0,99.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,279.0,2439.0,Non Strata
377,Greater Sydney,Outer Ring,Hawkesbury,Strata,495.0,475.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Other,360.0,20.0,491.0,Strata
378,Greater Sydney,Outer Ring,Hawkesbury,Strata,495.0,475.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,400.0,45.0,535.0,Strata
379,Greater Sydney,Outer Ring,Hawkesbury,Strata,495.0,475.0,20.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,63.0,604.0,Strata
380,Greater Sydney,Outer Ring,Hornsby,Non Strata,1193.0,1220.0,198.0,2018-09-30,Greater Sydney,Outer Ring,House,680.0,323.0,3351.0,Non Strata
381,Greater Sydney,Outer Ring,Hornsby,Strata,670.0,709.0,90.0,2018-09-30,Greater Sydney,Outer Ring,Other,490.0,58.0,1236.0,Strata
382,Greater Sydney,Outer Ring,Hornsby,Strata,670.0,709.0,90.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,595.0,65.0,777.0,Strata
383,Greater Sydney,Outer Ring,Hornsby,Strata,670.0,709.0,90.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,480.0,516.0,4478.0,Strata
384,Greater Sydney,Outer Ring,Liverpool,Non Strata,750.0,769.0,215.0,2018-09-30,Greater Sydney,Outer Ring,House,507.5,796.0,7432.0,Non Strata
385,Greater Sydney,Outer Ring,Liverpool,Strata,492.0,481.0,70.0,2018-09-30,Greater Sydney,Outer Ring,Other,390.0,178.0,1975.0,Strata
386,Greater Sydney,Outer Ring,Liverpool,Strata,492.0,481.0,70.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,114.0,1503.0,Strata
387,Greater Sydney,Outer Ring,Liverpool,Strata,492.0,481.0,70.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,395.0,603.0,5706.0,Strata
388,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,1650.0,1837.0,360.0,2018-09-30,Greater Sydney,Outer Ring,House,950.0,592.0,5025.0,Non Strata
389,Greater Sydney,Outer Ring,Northern Beaches,Strata,860.0,932.0,312.0,2018-09-30,Greater Sydney,Outer Ring,Other,650.0,70.0,1974.0,Strata
390,Greater Sydney,Outer Ring,Northern Beaches,Strata,860.0,932.0,312.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,800.0,156.0,1241.0,Strata
391,Greater Sydney,Outer Ring,Northern Beaches,Strata,860.0,932.0,312.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,600.0,1721.0,14788.0,Strata
392,Greater Sydney,Outer Ring,Penrith,Non Strata,660.0,688.0,355.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,1142.0,10261.0,Non Strata
393,Greater Sydney,Outer Ring,Penrith,Strata,490.0,476.0,105.0,2018-09-30,Greater Sydney,Outer Ring,Other,350.0,169.0,2547.0,Strata
394,Greater Sydney,Outer Ring,Penrith,Strata,490.0,476.0,105.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,410.0,288.0,2397.0,Strata
395,Greater Sydney,Outer Ring,Penrith,Strata,490.0,476.0,105.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,474.0,3440.0,Strata
396,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1080.0,1187.0,292.0,2018-09-30,Greater Sydney,Outer Ring,House,695.0,466.0,3721.0,Non Strata
397,Greater Sydney,Outer Ring,Sutherland Shire,Strata,745.0,1654.0,265.0,2018-09-30,Greater Sydney,Outer Ring,Other,512.5,54.0,1409.0,Strata
398,Greater Sydney,Outer Ring,Sutherland Shire,Strata,745.0,1654.0,265.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,650.0,160.0,1620.0,Strata
399,Greater Sydney,Outer Ring,Sutherland Shire,Strata,745.0,1654.0,265.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,490.0,921.0,8087.0,Strata
400,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1177.0,1278.0,249.0,2018-09-30,Greater Sydney,Outer Ring,House,630.0,620.0,5152.0,Non Strata
401,Greater Sydney,Outer Ring,The Hills Shire,Strata,794.0,780.0,48.0,2018-09-30,Greater Sydney,Outer Ring,Other,540.0,103.0,986.0,Strata
402,Greater Sydney,Outer Ring,The Hills Shire,Strata,794.0,780.0,48.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,580.0,101.0,1122.0,Strata
403,Greater Sydney,Outer Ring,The Hills Shire,Strata,794.0,780.0,48.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,517.5,206.0,1749.0,Strata
404,Greater Sydney,Outer Ring,Wollondilly,Non Strata,663.0,776.0,90.0,2018-09-30,Greater Sydney,Outer Ring,House,450.0,176.0,1526.0,Non Strata
405,Greater Sydney,Outer Ring,Wollondilly,Strata,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Other,495.0,20.0,267.0,Strata
406,Greater Sydney,Outer Ring,Wollondilly,Strata,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Townhouse,450.0,5.0,78.0,Strata
407,Greater Sydney,Outer Ring,Wollondilly,Strata,516.5,,5.0,2018-09-30,Greater Sydney,Outer Ring,Flat/Unit,300.0,20.0,205.0,Strata
408,Greater Sydney,Inner Ring,Inner West,Non Strata,1380.0,1458.0,331.0,2018-12-31,Greater Sydney,Inner Ring,House,780.0,693.0,6038.0,Non Strata
409,Greater Sydney,Inner Ring,Inner West,Strata,738.0,780.0,253.0,2018-12-31,Greater Sydney,Inner Ring,Other,500.0,168.0,4606.0,Strata
410,Greater Sydney,Inner Ring,Inner West,Strata,738.0,780.0,253.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,750.0,162.0,2555.0,Strata
411,Greater Sydney,Inner Ring,Inner West,Strata,738.0,780.0,253.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,495.0,1660.0,17157.0,Strata
412,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2650.0,2585.0,50.0,2018-12-31,Greater Sydney,Inner Ring,House,860.0,75.0,726.0,Non Strata
413,Greater Sydney,Inner Ring,Lane Cove,Strata,745.0,820.0,112.0,2018-12-31,Greater Sydney,Inner Ring,Other,495.0,20.0,244.0,Strata
414,Greater Sydney,Inner Ring,Lane Cove,Strata,745.0,820.0,112.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,690.0,20.0,294.0,Strata
415,Greater Sydney,Inner Ring,Lane Cove,Strata,745.0,820.0,112.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,530.0,343.0,3432.0,Strata
416,Greater Sydney,Inner Ring,Mosman,Non Strata,3700.0,4565.0,45.0,2018-12-31,Greater Sydney,Inner Ring,House,1575.0,56.0,475.0,Non Strata
417,Greater Sydney,Inner Ring,Mosman,Strata,915.0,1172.0,87.0,2018-12-31,Greater Sydney,Inner Ring,Other,500.0,5.0,320.0,Strata
418,Greater Sydney,Inner Ring,Mosman,Strata,915.0,1172.0,87.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,1100.0,20.0,193.0,Strata
419,Greater Sydney,Inner Ring,Mosman,Strata,915.0,1172.0,87.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,595.0,278.0,2955.0,Strata
420,Greater Sydney,Inner Ring,North Sydney,Non Strata,2278.0,2574.0,54.0,2018-12-31,Greater Sydney,Inner Ring,House,1000.0,119.0,800.0,Non Strata
421,Greater Sydney,Inner Ring,North Sydney,Strata,1070.0,1259.0,276.0,2018-12-31,Greater Sydney,Inner Ring,Other,610.0,31.0,1147.0,Strata
422,Greater Sydney,Inner Ring,North Sydney,Strata,1070.0,1259.0,276.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,878.0,90.0,919.0,Strata
423,Greater Sydney,Inner Ring,North Sydney,Strata,1070.0,1259.0,276.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,610.0,1301.0,13276.0,Strata
424,Greater Sydney,Inner Ring,Randwick,Non Strata,1961.0,2112.0,135.0,2018-12-31,Greater Sydney,Inner Ring,House,975.0,232.0,2121.0,Non Strata
425,Greater Sydney,Inner Ring,Randwick,Strata,865.0,934.0,187.0,2018-12-31,Greater Sydney,Inner Ring,Other,420.0,137.0,2313.0,Strata
426,Greater Sydney,Inner Ring,Randwick,Strata,865.0,934.0,187.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,850.0,112.0,1169.0,Strata
427,Greater Sydney,Inner Ring,Randwick,Strata,865.0,934.0,187.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,613.0,1518.0,14930.0,Strata
428,Greater Sydney,Inner Ring,Sydney,Non Strata,1470.0,1574.0,163.0,2018-12-31,Greater Sydney,Inner Ring,House,790.0,443.0,3070.0,Non Strata
429,Greater Sydney,Inner Ring,Sydney,Strata,870.0,1000.0,682.0,2018-12-31,Greater Sydney,Inner Ring,Other,479.0,973.0,9079.0,Strata
430,Greater Sydney,Inner Ring,Sydney,Strata,870.0,1000.0,682.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,815.0,272.0,3667.0,Strata
431,Greater Sydney,Inner Ring,Sydney,Strata,870.0,1000.0,682.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,640.0,4813.0,40738.0,Strata
432,Greater Sydney,Inner Ring,Waverley,Non Strata,2568.0,2712.0,90.0,2018-12-31,Greater Sydney,Inner Ring,House,1200.0,127.0,1031.0,Non Strata
433,Greater Sydney,Inner Ring,Waverley,Strata,1105.0,1156.0,198.0,2018-12-31,Greater Sydney,Inner Ring,Other,625.0,58.0,1517.0,Strata
434,Greater Sydney,Inner Ring,Waverley,Strata,1105.0,1156.0,198.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,1200.0,38.0,618.0,Strata
435,Greater Sydney,Inner Ring,Waverley,Strata,1105.0,1156.0,198.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,700.0,1094.0,10585.0,Strata
436,Greater Sydney,Inner Ring,Woollahra,Non Strata,4258.0,5165.0,96.0,2018-12-31,Greater Sydney,Inner Ring,House,1350.0,142.0,890.0,Non Strata
437,Greater Sydney,Inner Ring,Woollahra,Strata,1260.0,1577.0,159.0,2018-12-31,Greater Sydney,Inner Ring,Other,680.0,47.0,1169.0,Strata
438,Greater Sydney,Inner Ring,Woollahra,Strata,1260.0,1577.0,159.0,2018-12-31,Greater Sydney,Inner Ring,Townhouse,1150.0,70.0,769.0,Strata
439,Greater Sydney,Inner Ring,Woollahra,Strata,1260.0,1577.0,159.0,2018-12-31,Greater Sydney,Inner Ring,Flat/Unit,700.0,578.0,5667.0,Strata
440,Greater Sydney,Middle Ring,Bayside,Non Strata,1183.0,1222.0,146.0,2018-12-31,Greater Sydney,Middle Ring,House,650.0,300.0,3224.0,Non Strata
441,Greater Sydney,Middle Ring,Bayside,Strata,694.0,709.0,288.0,2018-12-31,Greater Sydney,Middle Ring,Other,530.0,88.0,2182.0,Strata
442,Greater Sydney,Middle Ring,Bayside,Strata,694.0,709.0,288.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,620.0,77.0,1163.0,Strata
443,Greater Sydney,Middle Ring,Bayside,Strata,694.0,709.0,288.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,560.0,1829.0,15359.0,Strata
444,Greater Sydney,Middle Ring,Burwood,Non Strata,1520.0,1583.0,45.0,2018-12-31,Greater Sydney,Middle Ring,House,650.0,58.0,592.0,Non Strata
445,Greater Sydney,Middle Ring,Burwood,Strata,865.0,850.0,66.0,2018-12-31,Greater Sydney,Middle Ring,Other,500.0,41.0,808.0,Strata
446,Greater Sydney,Middle Ring,Burwood,Strata,865.0,850.0,66.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,620.0,20.0,210.0,Strata
447,Greater Sydney,Middle Ring,Burwood,Strata,865.0,850.0,66.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,550.0,377.0,2819.0,Strata
448,Greater Sydney,Middle Ring,Canada Bay,Non Strata,1752.0,1916.0,78.0,2018-12-31,Greater Sydney,Middle Ring,House,780.0,162.0,1655.0,Non Strata
449,Greater Sydney,Middle Ring,Canada Bay,Strata,890.0,943.0,189.0,2018-12-31,Greater Sydney,Middle Ring,Other,550.0,61.0,939.0,Strata
450,Greater Sydney,Middle Ring,Canada Bay,Strata,890.0,943.0,189.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,700.0,75.0,817.0,Strata
451,Greater Sydney,Middle Ring,Canada Bay,Strata,890.0,943.0,189.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,590.0,881.0,7860.0,Strata
452,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,890.0,939.0,441.0,2018-12-31,Greater Sydney,Middle Ring,House,550.0,890.0,8791.0,Non Strata
453,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,530.0,542.0,276.0,2018-12-31,Greater Sydney,Middle Ring,Other,460.0,295.0,5415.0,Strata
454,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,530.0,542.0,276.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,600.0,306.0,3334.0,Strata
455,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,530.0,542.0,276.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,415.0,1450.0,15004.0,Strata
456,Greater Sydney,Middle Ring,Cumberland,Non Strata,800.0,821.0,222.0,2018-12-31,Greater Sydney,Middle Ring,House,510.0,562.0,6534.0,Non Strata
457,Greater Sydney,Middle Ring,Cumberland,Strata,550.0,549.0,190.0,2018-12-31,Greater Sydney,Middle Ring,Other,438.0,214.0,3245.0,Strata
458,Greater Sydney,Middle Ring,Cumberland,Strata,550.0,549.0,190.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,530.0,246.0,2543.0,Strata
459,Greater Sydney,Middle Ring,Cumberland,Strata,550.0,549.0,190.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,430.0,1172.0,11309.0,Strata
460,Greater Sydney,Middle Ring,Georges River,Non Strata,1200.0,1313.0,191.0,2018-12-31,Greater Sydney,Middle Ring,House,600.0,312.0,3168.0,Non Strata
461,Greater Sydney,Middle Ring,Georges River,Strata,690.0,714.0,155.0,2018-12-31,Greater Sydney,Middle Ring,Other,478.0,64.0,2046.0,Strata
462,Greater Sydney,Middle Ring,Georges River,Strata,690.0,714.0,155.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,600.0,77.0,871.0,Strata
463,Greater Sydney,Middle Ring,Georges River,Strata,690.0,714.0,155.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,500.0,875.0,8665.0,Strata
464,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,2670.0,2780.0,20.0,2018-12-31,Greater Sydney,Middle Ring,House,900.0,20.0,251.0,Non Strata
465,Greater Sydney,Middle Ring,Hunters Hill,Strata,1200.0,1063.0,20.0,2018-12-31,Greater Sydney,Middle Ring,Other,500.0,5.0,67.0,Strata
466,Greater Sydney,Middle Ring,Hunters Hill,Strata,1200.0,1063.0,20.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,620.0,5.0,64.0,Strata
467,Greater Sydney,Middle Ring,Hunters Hill,Strata,1200.0,1063.0,20.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,495.0,44.0,496.0,Strata
468,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2050.0,2184.0,260.0,2018-12-31,Greater Sydney,Middle Ring,House,1100.0,305.0,2573.0,Non Strata
469,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,910.0,990.0,141.0,2018-12-31,Greater Sydney,Middle Ring,Other,550.0,20.0,531.0,Strata
470,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,910.0,990.0,141.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,780.0,20.0,207.0,Strata
471,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,910.0,990.0,141.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,600.0,505.0,4020.0,Strata
472,Greater Sydney,Middle Ring,Parramatta,Non Strata,1125.0,1237.0,254.0,2018-12-31,Greater Sydney,Middle Ring,House,550.0,585.0,5258.0,Non Strata
473,Greater Sydney,Middle Ring,Parramatta,Strata,657.0,657.0,357.0,2018-12-31,Greater Sydney,Middle Ring,Other,450.0,174.0,3378.0,Strata
474,Greater Sydney,Middle Ring,Parramatta,Strata,657.0,657.0,357.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,550.0,269.0,2675.0,Strata
475,Greater Sydney,Middle Ring,Parramatta,Strata,657.0,657.0,357.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,500.0,2820.0,21586.0,Strata
476,Greater Sydney,Middle Ring,Ryde,Non Strata,1428.0,1480.0,146.0,2018-12-31,Greater Sydney,Middle Ring,House,670.0,245.0,2486.0,Non Strata
477,Greater Sydney,Middle Ring,Ryde,Strata,736.0,829.0,246.0,2018-12-31,Greater Sydney,Middle Ring,Other,500.0,57.0,1164.0,Strata
478,Greater Sydney,Middle Ring,Ryde,Strata,736.0,829.0,246.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,615.0,143.0,1477.0,Strata
479,Greater Sydney,Middle Ring,Ryde,Strata,736.0,829.0,246.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,475.0,1168.0,9811.0,Strata
480,Greater Sydney,Middle Ring,Strathfield,Non Strata,1625.0,1711.0,36.0,2018-12-31,Greater Sydney,Middle Ring,House,650.0,60.0,606.0,Non Strata
481,Greater Sydney,Middle Ring,Strathfield,Strata,638.0,637.0,64.0,2018-12-31,Greater Sydney,Middle Ring,Other,500.0,58.0,817.0,Strata
482,Greater Sydney,Middle Ring,Strathfield,Strata,638.0,637.0,64.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,680.0,20.0,240.0,Strata
483,Greater Sydney,Middle Ring,Strathfield,Strata,638.0,637.0,64.0,2018-12-31,Greater Sydney,Middle Ring,Flat/Unit,520.0,450.0,4032.0,Strata
484,Greater Sydney,Middle Ring,Willoughby,Non Strata,2260.0,2327.0,97.0,2018-12-31,Greater Sydney,Middle Ring,House,1000.0,154.0,1555.0,Non Strata
485,Greater Sydney,Middle Ring,Willoughby,Strata,977.0,1052.0,102.0,2018-12-31,Greater Sydney,Middle Ring,Other,600.0,20.0,635.0,Strata
486,Greater Sydney,Middle Ring,Willoughby,Strata,977.0,1052.0,102.0,2018-12-31,Greater Sydney,Middle Ring,Townhouse,800.0,20.0,528.0,Strata
