,greatersydney_x,rings_x,lga,dwellingtype_x,sales_price_median,sales_price_mean,sales_no,date,greatersydney_y,rings_y,dwellingtype_y,wrent_median,new_bonds_no,total_bonds_held,dwellingtype_g
0,Greater Sydney,Inner Ring,Inner West,Non Strata,1560.0,1658.0,265.0,2018-03-31,Greater Sydney,Inner Ring,House,780.0,779.0,5504.0,Non Strata
1,Greater Sydney,Inner Ring,Inner West,Strata,770.0,845.0,236.0,2018-03-31,Greater Sydney,Inner Ring,Other,497.5,240.0,5135.0,Strata
2,Greater Sydney,Inner Ring,Inner West,Strata,770.0,845.0,236.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,750.0,231.0,2672.0,Strata
3,Greater Sydney,Inner Ring,Inner West,Strata,770.0,845.0,236.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,515.0,1701.0,16217.0,Strata
4,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2704.0,3086.0,60.0,2018-03-31,Greater Sydney,Inner Ring,House,975.0,95.0,658.0,Non Strata
5,Greater Sydney,Inner Ring,Lane Cove,Strata,818.0,864.0,96.0,2018-03-31,Greater Sydney,Inner Ring,Other,597.5,20.0,277.0,Strata
6,Greater Sydney,Inner Ring,Lane Cove,Strata,818.0,864.0,96.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,695.0,20.0,342.0,Strata
7,Greater Sydney,Inner Ring,Lane Cove,Strata,818.0,864.0,96.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,570.0,413.0,3254.0,Strata
8,Greater Sydney,Inner Ring,Mosman,Non Strata,3415.0,3927.0,38.0,2018-03-31,Greater Sydney,Inner Ring,House,1775.0,68.0,450.0,Non Strata
9,Greater Sydney,Inner Ring,Mosman,Strata,1040.0,1369.0,71.0,2018-03-31,Greater Sydney,Inner Ring,Other,567.5,20.0,353.0,Strata
10,Greater Sydney,Inner Ring,Mosman,Strata,1040.0,1369.0,71.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,1200.0,20.0,205.0,Strata
11,Greater Sydney,Inner Ring,Mosman,Strata,1040.0,1369.0,71.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,627.5,266.0,2845.0,Strata
12,Greater Sydney,Inner Ring,North Sydney,Non Strata,2600.0,2628.0,49.0,2018-03-31,Greater Sydney,Inner Ring,House,1100.0,89.0,702.0,Non Strata
13,Greater Sydney,Inner Ring,North Sydney,Strata,1095.0,1195.0,252.0,2018-03-31,Greater Sydney,Inner Ring,Other,582.5,66.0,1331.0,Strata
14,Greater Sydney,Inner Ring,North Sydney,Strata,1095.0,1195.0,252.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,950.0,83.0,911.0,Strata
15,Greater Sydney,Inner Ring,North Sydney,Strata,1095.0,1195.0,252.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,640.0,1463.0,12620.0,Strata
16,Greater Sydney,Inner Ring,Randwick,Non Strata,2250.0,2288.0,129.0,2018-03-31,Greater Sydney,Inner Ring,House,1000.0,261.0,1948.0,Non Strata
17,Greater Sydney,Inner Ring,Randwick,Strata,946.0,1037.0,213.0,2018-03-31,Greater Sydney,Inner Ring,Other,500.0,120.0,2532.0,Strata
18,Greater Sydney,Inner Ring,Randwick,Strata,946.0,1037.0,213.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,850.0,91.0,1173.0,Strata
19,Greater Sydney,Inner Ring,Randwick,Strata,946.0,1037.0,213.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,630.0,1613.0,14445.0,Strata
20,Greater Sydney,Inner Ring,Sydney,Non Strata,1658.0,1887.0,132.0,2018-03-31,Greater Sydney,Inner Ring,House,810.0,506.0,2493.0,Non Strata
21,Greater Sydney,Inner Ring,Sydney,Strata,900.0,998.0,692.0,2018-03-31,Greater Sydney,Inner Ring,Other,469.0,1350.0,9605.0,Strata
22,Greater Sydney,Inner Ring,Sydney,Strata,900.0,998.0,692.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,795.0,308.0,4009.0,Strata
23,Greater Sydney,Inner Ring,Sydney,Strata,900.0,998.0,692.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,650.0,5077.0,38275.0,Strata
24,Greater Sydney,Inner Ring,Waverley,Non Strata,2828.0,2931.0,90.0,2018-03-31,Greater Sydney,Inner Ring,House,1300.0,141.0,902.0,Non Strata
25,Greater Sydney,Inner Ring,Waverley,Strata,1213.0,1285.0,160.0,2018-03-31,Greater Sydney,Inner Ring,Other,700.0,43.0,1792.0,Strata
26,Greater Sydney,Inner Ring,Waverley,Strata,1213.0,1285.0,160.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,1100.0,51.0,628.0,Strata
27,Greater Sydney,Inner Ring,Waverley,Strata,1213.0,1285.0,160.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,720.0,920.0,10059.0,Strata
28,Greater Sydney,Inner Ring,Woollahra,Non Strata,3650.0,4055.0,85.0,2018-03-31,Greater Sydney,Inner Ring,House,1450.0,147.0,783.0,Non Strata
29,Greater Sydney,Inner Ring,Woollahra,Strata,1500.0,1670.0,133.0,2018-03-31,Greater Sydney,Inner Ring,Other,675.0,35.0,1315.0,Strata
30,Greater Sydney,Inner Ring,Woollahra,Strata,1500.0,1670.0,133.0,2018-03-31,Greater Sydney,Inner Ring,Townhouse,1150.0,79.0,802.0,Strata
31,Greater Sydney,Inner Ring,Woollahra,Strata,1500.0,1670.0,133.0,2018-03-31,Greater Sydney,Inner Ring,Flat/Unit,700.0,554.0,5524.0,Strata
32,Greater Sydney,Middle Ring,Bayside,Non Strata,1303.0,1349.0,152.0,2018-03-31,Greater Sydney,Middle Ring,House,650.0,251.0,3055.0,Non Strata
33,Greater Sydney,Middle Ring,Bayside,Strata,720.0,748.0,343.0,2018-03-31,Greater Sydney,Middle Ring,Other,565.0,98.0,2453.0,Strata
34,Greater Sydney,Middle Ring,Bayside,Strata,720.0,748.0,343.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,650.0,101.0,1173.0,Strata
35,Greater Sydney,Middle Ring,Bayside,Strata,720.0,748.0,343.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,585.0,1724.0,14058.0,Strata
36,Greater Sydney,Middle Ring,Burwood,Non Strata,1665.0,1812.0,20.0,2018-03-31,Greater Sydney,Middle Ring,House,690.0,70.0,559.0,Non Strata
37,Greater Sydney,Middle Ring,Burwood,Strata,763.0,823.0,42.0,2018-03-31,Greater Sydney,Middle Ring,Other,500.0,68.0,935.0,Strata
38,Greater Sydney,Middle Ring,Burwood,Strata,763.0,823.0,42.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,640.0,20.0,206.0,Strata
39,Greater Sydney,Middle Ring,Burwood,Strata,763.0,823.0,42.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,560.0,380.0,2589.0,Strata
40,Greater Sydney,Middle Ring,Canada Bay,Non Strata,2155.0,2218.0,77.0,2018-03-31,Greater Sydney,Middle Ring,House,750.0,186.0,1518.0,Non Strata
41,Greater Sydney,Middle Ring,Canada Bay,Strata,885.0,969.0,163.0,2018-03-31,Greater Sydney,Middle Ring,Other,555.0,60.0,1014.0,Strata
42,Greater Sydney,Middle Ring,Canada Bay,Strata,885.0,969.0,163.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,695.0,64.0,917.0,Strata
43,Greater Sydney,Middle Ring,Canada Bay,Strata,885.0,969.0,163.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,630.0,982.0,7569.0,Strata
44,Greater Sydney,Middle Ring,Canterbury-Bankstown,Non Strata,990.0,1046.0,464.0,2018-03-31,Greater Sydney,Middle Ring,House,560.0,749.0,8100.0,Non Strata
45,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,585.0,592.0,382.0,2018-03-31,Greater Sydney,Middle Ring,Other,472.5,296.0,5701.0,Strata
46,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,585.0,592.0,382.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,600.0,240.0,3093.0,Strata
47,Greater Sydney,Middle Ring,Canterbury-Bankstown,Strata,585.0,592.0,382.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,430.0,1464.0,13943.0,Strata
48,Greater Sydney,Middle Ring,Cumberland,Non Strata,880.0,920.0,229.0,2018-03-31,Greater Sydney,Middle Ring,House,500.0,576.0,6164.0,Non Strata
49,Greater Sydney,Middle Ring,Cumberland,Strata,580.0,577.0,286.0,2018-03-31,Greater Sydney,Middle Ring,Other,460.0,217.0,3379.0,Strata
50,Greater Sydney,Middle Ring,Cumberland,Strata,580.0,577.0,286.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,530.0,188.0,2378.0,Strata
51,Greater Sydney,Middle Ring,Cumberland,Strata,580.0,577.0,286.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,450.0,991.0,10489.0,Strata
52,Greater Sydney,Middle Ring,Georges River,Non Strata,1356.0,1405.0,145.0,2018-03-31,Greater Sydney,Middle Ring,House,600.0,326.0,2994.0,Non Strata
53,Greater Sydney,Middle Ring,Georges River,Strata,700.0,715.0,177.0,2018-03-31,Greater Sydney,Middle Ring,Other,500.0,87.0,2323.0,Strata
54,Greater Sydney,Middle Ring,Georges River,Strata,700.0,715.0,177.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,600.0,79.0,840.0,Strata
55,Greater Sydney,Middle Ring,Georges River,Strata,700.0,715.0,177.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,492.53,826.0,8113.0,Strata
56,Greater Sydney,Middle Ring,Hunters Hill,Non Strata,2900.0,2969.0,20.0,2018-03-31,Greater Sydney,Middle Ring,House,960.0,20.0,264.0,Non Strata
57,Greater Sydney,Middle Ring,Hunters Hill,Strata,1154.0,1188.0,20.0,2018-03-31,Greater Sydney,Middle Ring,Other,500.0,5.0,67.0,Strata
58,Greater Sydney,Middle Ring,Hunters Hill,Strata,1154.0,1188.0,20.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,630.0,5.0,68.0,Strata
59,Greater Sydney,Middle Ring,Hunters Hill,Strata,1154.0,1188.0,20.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,560.0,49.0,469.0,Strata
60,Greater Sydney,Middle Ring,Ku-Ring-Gai,Non Strata,2065.0,2266.0,243.0,2018-03-31,Greater Sydney,Middle Ring,House,1000.0,272.0,2405.0,Non Strata
61,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,975.0,1064.0,131.0,2018-03-31,Greater Sydney,Middle Ring,Other,650.0,35.0,606.0,Strata
62,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,975.0,1064.0,131.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,662.5,20.0,201.0,Strata
63,Greater Sydney,Middle Ring,Ku-Ring-Gai,Strata,975.0,1064.0,131.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,600.0,512.0,3628.0,Strata
64,Greater Sydney,Middle Ring,Parramatta,Non Strata,1240.0,1272.0,224.0,2018-03-31,Greater Sydney,Middle Ring,House,550.0,514.0,4777.0,Non Strata
65,Greater Sydney,Middle Ring,Parramatta,Strata,679.0,689.0,448.0,2018-03-31,Greater Sydney,Middle Ring,Other,470.0,235.0,3717.0,Strata
66,Greater Sydney,Middle Ring,Parramatta,Strata,679.0,689.0,448.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,560.0,304.0,2529.0,Strata
67,Greater Sydney,Middle Ring,Parramatta,Strata,679.0,689.0,448.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,500.0,2415.0,19349.0,Strata
68,Greater Sydney,Middle Ring,Ryde,Non Strata,1775.0,1851.0,105.0,2018-03-31,Greater Sydney,Middle Ring,House,670.0,271.0,2350.0,Non Strata
69,Greater Sydney,Middle Ring,Ryde,Strata,723.0,769.0,190.0,2018-03-31,Greater Sydney,Middle Ring,Other,520.0,97.0,1271.0,Strata
70,Greater Sydney,Middle Ring,Ryde,Strata,723.0,769.0,190.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,630.0,146.0,1358.0,Strata
71,Greater Sydney,Middle Ring,Ryde,Strata,723.0,769.0,190.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,500.0,1392.0,9195.0,Strata
72,Greater Sydney,Middle Ring,Strathfield,Non Strata,2520.0,2468.0,20.0,2018-03-31,Greater Sydney,Middle Ring,House,680.0,68.0,588.0,Non Strata
73,Greater Sydney,Middle Ring,Strathfield,Strata,630.0,650.0,90.0,2018-03-31,Greater Sydney,Middle Ring,Other,500.0,98.0,784.0,Strata
74,Greater Sydney,Middle Ring,Strathfield,Strata,630.0,650.0,90.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,610.0,20.0,223.0,Strata
75,Greater Sydney,Middle Ring,Strathfield,Strata,630.0,650.0,90.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,520.0,489.0,3784.0,Strata
76,Greater Sydney,Middle Ring,Willoughby,Non Strata,2450.0,2602.0,95.0,2018-03-31,Greater Sydney,Middle Ring,House,995.0,159.0,1462.0,Non Strata
77,Greater Sydney,Middle Ring,Willoughby,Strata,995.0,1058.0,95.0,2018-03-31,Greater Sydney,Middle Ring,Other,640.0,20.0,711.0,Strata
78,Greater Sydney,Middle Ring,Willoughby,Strata,995.0,1058.0,95.0,2018-03-31,Greater Sydney,Middle Ring,Townhouse,850.0,47.0,596.0,Strata
79,Greater Sydney,Middle Ring,Willoughby,Strata,995.0,1058.0,95.0,2018-03-31,Greater Sydney,Middle Ring,Flat/Unit,580.0,819.0,5964.0,Strata
80,Greater Sydney,Outer Ring,Blacktown,Non Strata,755.0,773.0,733.0,2018-03-31,Greater Sydney,Outer Ring,House,480.0,1747.0,16298.0,Non Strata
81,Greater Sydney,Outer Ring,Blacktown,Strata,590.0,572.0,190.0,2018-03-31,Greater Sydney,Outer Ring,Other,390.0,287.0,3959.0,Strata
82,Greater Sydney,Outer Ring,Blacktown,Strata,590.0,572.0,190.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,460.0,236.0,2868.0,Strata
83,Greater Sydney,Outer Ring,Blacktown,Strata,590.0,572.0,190.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,370.0,375.0,3641.0,Strata
84,Greater Sydney,Outer Ring,Blue Mountains,Non Strata,673.0,702.0,271.0,2018-03-31,Greater Sydney,Outer Ring,House,450.0,307.0,3333.0,Non Strata
85,Greater Sydney,Outer Ring,Blue Mountains,Strata,520.0,503.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Other,410.0,5.0,345.0,Strata
86,Greater Sydney,Outer Ring,Blue Mountains,Strata,520.0,503.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,382.5,20.0,267.0,Strata
87,Greater Sydney,Outer Ring,Blue Mountains,Strata,520.0,503.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,320.0,67.0,703.0,Strata
88,Greater Sydney,Outer Ring,Camden,Non Strata,765.0,810.0,309.0,2018-03-31,Greater Sydney,Outer Ring,House,520.0,623.0,4537.0,Non Strata
89,Greater Sydney,Outer Ring,Camden,Strata,556.0,573.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Other,440.0,42.0,521.0,Strata
90,Greater Sydney,Outer Ring,Camden,Strata,556.0,573.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,455.0,32.0,238.0,Strata
91,Greater Sydney,Outer Ring,Camden,Strata,556.0,573.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,370.0,39.0,258.0,Strata
92,Greater Sydney,Outer Ring,Campbelltown,Non Strata,640.0,652.0,410.0,2018-03-31,Greater Sydney,Outer Ring,House,440.0,650.0,7099.0,Non Strata
93,Greater Sydney,Outer Ring,Campbelltown,Strata,468.0,471.0,102.0,2018-03-31,Greater Sydney,Outer Ring,Other,380.0,171.0,1751.0,Strata
94,Greater Sydney,Outer Ring,Campbelltown,Strata,468.0,471.0,102.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,390.0,144.0,1755.0,Strata
95,Greater Sydney,Outer Ring,Campbelltown,Strata,468.0,471.0,102.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,380.0,199.0,1613.0,Strata
96,Greater Sydney,Outer Ring,Central Coast,Non Strata,670.0,720.0,1182.0,2018-03-31,Greater Sydney,Outer Ring,House,450.0,1638.0,16390.0,Non Strata
97,Greater Sydney,Outer Ring,Central Coast,Strata,510.0,532.0,340.0,2018-03-31,Greater Sydney,Outer Ring,Other,330.0,121.0,3317.0,Strata
98,Greater Sydney,Outer Ring,Central Coast,Strata,510.0,532.0,340.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,430.0,269.0,2870.0,Strata
99,Greater Sydney,Outer Ring,Central Coast,Strata,510.0,532.0,340.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,360.0,653.0,6309.0,Strata
100,Greater Sydney,Outer Ring,Fairfield,Non Strata,800.0,819.0,249.0,2018-03-31,Greater Sydney,Outer Ring,House,480.0,461.0,6446.0,Non Strata
101,Greater Sydney,Outer Ring,Fairfield,Strata,485.0,513.0,59.0,2018-03-31,Greater Sydney,Outer Ring,Other,390.0,140.0,2613.0,Strata
102,Greater Sydney,Outer Ring,Fairfield,Strata,485.0,513.0,59.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,465.0,104.0,1689.0,Strata
103,Greater Sydney,Outer Ring,Fairfield,Strata,485.0,513.0,59.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,340.0,249.0,4437.0,Strata
104,Greater Sydney,Outer Ring,Hawkesbury,Non Strata,778.0,933.0,168.0,2018-03-31,Greater Sydney,Outer Ring,House,460.0,242.0,2332.0,Non Strata
105,Greater Sydney,Outer Ring,Hawkesbury,Strata,524.0,525.0,32.0,2018-03-31,Greater Sydney,Outer Ring,Other,394.5,20.0,509.0,Strata
106,Greater Sydney,Outer Ring,Hawkesbury,Strata,524.0,525.0,32.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,410.0,49.0,542.0,Strata
107,Greater Sydney,Outer Ring,Hawkesbury,Strata,524.0,525.0,32.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,345.0,58.0,587.0,Strata
108,Greater Sydney,Outer Ring,Hornsby,Non Strata,1350.0,1377.0,222.0,2018-03-31,Greater Sydney,Outer Ring,House,700.0,335.0,3221.0,Non Strata
109,Greater Sydney,Outer Ring,Hornsby,Strata,693.0,716.0,152.0,2018-03-31,Greater Sydney,Outer Ring,Other,472.5,84.0,1330.0,Strata
110,Greater Sydney,Outer Ring,Hornsby,Strata,693.0,716.0,152.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,630.0,65.0,772.0,Strata
111,Greater Sydney,Outer Ring,Hornsby,Strata,693.0,716.0,152.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,490.0,499.0,4216.0,Strata
112,Greater Sydney,Outer Ring,Liverpool,Non Strata,790.0,821.0,327.0,2018-03-31,Greater Sydney,Outer Ring,House,530.0,693.0,7075.0,Non Strata
113,Greater Sydney,Outer Ring,Liverpool,Strata,500.0,497.0,142.0,2018-03-31,Greater Sydney,Outer Ring,Other,410.0,149.0,1943.0,Strata
114,Greater Sydney,Outer Ring,Liverpool,Strata,500.0,497.0,142.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,480.0,108.0,1484.0,Strata
115,Greater Sydney,Outer Ring,Liverpool,Strata,500.0,497.0,142.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,395.0,546.0,5487.0,Strata
116,Greater Sydney,Outer Ring,Northern Beaches,Non Strata,1825.0,2005.0,399.0,2018-03-31,Greater Sydney,Outer Ring,House,1000.0,552.0,4799.0,Non Strata
117,Greater Sydney,Outer Ring,Northern Beaches,Strata,890.0,995.0,393.0,2018-03-31,Greater Sydney,Outer Ring,Other,630.0,85.0,2141.0,Strata
118,Greater Sydney,Outer Ring,Northern Beaches,Strata,890.0,995.0,393.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,850.0,140.0,1187.0,Strata
119,Greater Sydney,Outer Ring,Northern Beaches,Strata,890.0,995.0,393.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,600.0,1557.0,14272.0,Strata
120,Greater Sydney,Outer Ring,Penrith,Non Strata,696.0,711.0,494.0,2018-03-31,Greater Sydney,Outer Ring,House,465.0,1012.0,9787.0,Non Strata
121,Greater Sydney,Outer Ring,Penrith,Strata,521.0,499.0,168.0,2018-03-31,Greater Sydney,Outer Ring,Other,360.0,147.0,2652.0,Strata
122,Greater Sydney,Outer Ring,Penrith,Strata,521.0,499.0,168.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,415.0,238.0,2253.0,Strata
123,Greater Sydney,Outer Ring,Penrith,Strata,521.0,499.0,168.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,380.0,401.0,3073.0,Strata
124,Greater Sydney,Outer Ring,Sutherland Shire,Non Strata,1258.0,1368.0,349.0,2018-03-31,Greater Sydney,Outer Ring,House,700.0,386.0,3523.0,Non Strata
125,Greater Sydney,Outer Ring,Sutherland Shire,Strata,775.0,830.0,351.0,2018-03-31,Greater Sydney,Outer Ring,Other,510.0,62.0,1574.0,Strata
126,Greater Sydney,Outer Ring,Sutherland Shire,Strata,775.0,830.0,351.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,650.0,168.0,1576.0,Strata
127,Greater Sydney,Outer Ring,Sutherland Shire,Strata,775.0,830.0,351.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,490.0,763.0,7772.0,Strata
128,Greater Sydney,Outer Ring,The Hills Shire,Non Strata,1281.0,1368.0,306.0,2018-03-31,Greater Sydney,Outer Ring,House,650.0,627.0,4831.0,Non Strata
129,Greater Sydney,Outer Ring,The Hills Shire,Strata,770.0,783.0,79.0,2018-03-31,Greater Sydney,Outer Ring,Other,570.0,83.0,998.0,Strata
130,Greater Sydney,Outer Ring,The Hills Shire,Strata,770.0,783.0,79.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,580.0,105.0,1106.0,Strata
131,Greater Sydney,Outer Ring,The Hills Shire,Strata,770.0,783.0,79.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,520.0,268.0,1682.0,Strata
132,Greater Sydney,Outer Ring,Wollondilly,Non Strata,767.0,851.0,135.0,2018-03-31,Greater Sydney,Outer Ring,House,450.0,147.0,1450.0,Non Strata
133,Greater Sydney,Outer Ring,Wollondilly,Strata,425.0,403.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Other,430.0,20.0,266.0,Strata
134,Greater Sydney,Outer Ring,Wollondilly,Strata,425.0,403.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Townhouse,387.5,20.0,81.0,Strata
135,Greater Sydney,Outer Ring,Wollondilly,Strata,425.0,403.0,20.0,2018-03-31,Greater Sydney,Outer Ring,Flat/Unit,315.0,20.0,194.0,Strata
136,Greater Sydney,Inner Ring,Inner West,Non Strata,1458.0,1565.0,338.0,2018-06-30,Greater Sydney,Inner Ring,House,800.0,620.0,5680.0,Non Strata
137,Greater Sydney,Inner Ring,Inner West,Strata,776.0,811.0,347.0,2018-06-30,Greater Sydney,Inner Ring,Other,550.0,204.0,4943.0,Strata
138,Greater Sydney,Inner Ring,Inner West,Strata,776.0,811.0,347.0,2018-06-30,Greater Sydney,Inner Ring,Townhouse,750.0,159.0,2649.0,Strata
139,Greater Sydney,Inner Ring,Inner West,Strata,776.0,811.0,347.0,2018-06-30,Greater Sydney,Inner Ring,Flat/Unit,520.0,1605.0,16530.0,Strata
140,Greater Sydney,Inner Ring,Lane Cove,Non Strata,2500.0,2677.0,45.0,2018-06-30,Greater Sydney,Inner Ring,House,995.0,74.0,681.0,Non Strata
141,Greater Sydney,Inner Ring,Lane Cove,Strata,810.0,875.0,101.0,2018-06-30,Greater Sydney,Inner Ring,Other,640.0,20.0,267.0,Strata
142,Greater Sydney,Inner Ring,Lane Cove,Strata,810.0,875.0,101.0,2018-06-30,Greater Sydney,Inner Ring,Townhouse,707.5,20.0,328.0,Strata
143,Greater Sydney,Inner Ring,Lane Cove,Strata,810.0,875.0,101.0,2018-06-30,Greater Sydney,Inner Ring,Flat/Unit,550.0,364.0,3311.0,Strata
144,Greater Sydney,Inner Ring,Mosman,Non Strata,3500.0,4098.0,37.0,2018-06-30,Greater Sydney,Inner Ring,House,1575.0,56.0,455.0,Non Strata
145,Greater Sydney,Inner Ring,Mosman,Strata,1035.0,1361.0,71.0,2018-06-30,Greater Sydney,Inner Ring,Other,597.5,20.0,347.0,Strata
146,Greater Sydney,Inner Ring,Mosman,Strata,1035.0,1361.0,71.0,2018-06-30,Greater Sydney,Inner Ring,Townhouse,1075.0,20.0,195.0,Strata
147,Greater Sydney,Inner Ring,Mosman,Strata,1035.0,1361.0,71.0,2018-06-30,Greater Sydney,Inner Ring,Flat/Unit,600.0,279.0,2851.0,Strata
148,Greater Sydney,Inner Ring,North Sydney,Non Strata,2300.0,2466.0,47.0,2018-06-30,Greater Sydney,Inner Ring,House,900.0,106.0,747.0,Non Strata
149,Greater Sydney,Inner Ring,North Sydney,Strata,1081.0,1180.0,268.0,2018-06-30,Greater Sydney,Inner Ring,Other,580.0,45.0,1258.0,Strata
150,Greater Sydney,Inner Ring,North Sydney,Strata,1081.0,1180.0,268.0,2018-06-30,Greater Sydney,Inner Ring,Townhouse,950.0,76.0,914.0,Strata
151,Greater Sydney,Inner Ring,North Sydney,Strata,1081.0,1180.0,268.0,2018-06-30,Greater Sydney,Inner Ring,Flat/Unit,615.0,1413.0,12923.0,Strata
152,Greater Sydney,Inner Ring,Randwick,Non Strata,2155.0,2285.0,128.0,2018-06-30,Greater Sydney,Inner Ring,House,950.0,245.0,2019.0,Non Strata
153,Greater Sydney,Inner Ring,Randwick,Strata,918.0,989.0,234.0,2018-06-30,Greater Sydney,Inner Ring,Other,480.0,120.0,2455.0,Strata
154,Greater Sydney,Inner Ring,Randwick,Strata,918.0,989.0,234.0,2018-06-30,Greater Sydney,Inner Ring,Townhouse,875.0,83.0,1176.0,Strata
155,Greater Sydney,Inner Ring,Randwick,Strata,918.0,989.0,234.0,2018-06-30,Greater Sydney,Inner Ring,Flat/Unit,630.0,1346.0,14567.0,Strata
156,Greater Sydney,Inner Ring,Sydney,Non Strata,1600.0,1912.0,160.0,2018-06-30,Greater Sydney,Inner Ring,House,810.0,447.0,2711.0,Non Strata
157,Greater Sydney,Inner Ring,Sydney,Strata,900.0,984.0,826.0,2018-06-30,Greater Sydney,Inner Ring,Other,465.0,1165.0,9873.0,Strata
158,Greater Sydney,Inner Ring,Sydney,Strata,900.0,984.0,826.0,2018-06-30,Greater Sydney,Inner Ring,Townhouse,830.0,268.0,3868.0,Strata
159,Greater Sydney,Inner Ring,Sydney,Strata,900.0,984.0,826.0,2018-06-30,Greater Sydney,Inner Ring,Flat/Unit,650.0,4543.0,39084.0,Strata
160,Greater Sydney,Inner Ring,Waverley,Non Strata,2778.0,3036.0,76.0,2018-06-30,Greater Sydney,Inner Ring,House,1200.0,126.0,943.0,Non Strata
161,Greater Sydney,Inner Ring,Waverley,Strata,1190.0,1231.0,188.0,2018-06-30,Greater Sydney,Inner Ring,Other,692.5,42.0,1685.0,Strata
162,Greater Sydney,Inner Ring,Waverley,Strata,1190.0,1231.0,188.0,2018-06-30,Greater Sydney,Inner Ring,Townhouse,1175.0,59.0,624.0,Strata
163,Greater Sydney,Inner Ring,Waverley,Strata,1190.0,1231.0,188.0,2018-06-30,Greater Sydney,Inner Ring,Flat/Unit,700.0,1013.0,10099.0,Strata
