,lga,sales_price_median,sales_price_mean,sales_no,date,greatersydney_y,rings_y,dwellingtype_y,wrent_median,new_bonds_no,total_bonds_held,dwellingtype_g
2531,Blue Mountains,718.0,682.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,527.5,5.0,263.0,Strata
2532,Blue Mountains,718.0,682.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,355.0,40.0,655.0,Strata
2533,Camden,1020.0,1079.0,383.0,2022-09-30,Greater Sydney,Outer Ring,House,635.0,745.0,7142.0,Non Strata
2534,Camden,768.0,836.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Other,400.0,20.0,419.0,Strata
2535,Camden,768.0,836.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,505.0,20.0,346.0,Strata
2536,Camden,768.0,836.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,410.0,43.0,537.0,Strata
2537,Campbelltown,800.0,819.0,405.0,2022-09-30,Greater Sydney,Outer Ring,House,480.0,971.0,9619.0,Non Strata
2538,Campbelltown,515.0,521.0,149.0,2022-09-30,Greater Sydney,Outer Ring,Other,380.0,59.0,1475.0,Strata
2539,Campbelltown,515.0,521.0,149.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,415.0,60.0,1607.0,Strata
2540,Campbelltown,515.0,521.0,149.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,410.0,157.0,2229.0,Strata
2541,Central Coast,900.0,1019.0,1027.0,2022-09-30,Greater Sydney,Outer Ring,House,550.0,2147.0,19421.0,Non Strata
2542,Central Coast,650.0,699.0,296.0,2022-09-30,Greater Sydney,Outer Ring,Other,430.0,71.0,2280.0,Strata
2543,Central Coast,650.0,699.0,296.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,550.0,154.0,2761.0,Strata
2544,Central Coast,650.0,699.0,296.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,435.0,441.0,7207.0,Strata
2545,Fairfield,988.0,1025.0,331.0,2022-09-30,Greater Sydney,Outer Ring,House,500.0,572.0,7613.0,Non Strata
2546,Fairfield,440.0,471.0,103.0,2022-09-30,Greater Sydney,Outer Ring,Other,400.0,201.0,3086.0,Strata
2547,Fairfield,440.0,471.0,103.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,505.0,68.0,1688.0,Strata
2548,Fairfield,440.0,471.0,103.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,333.0,4873.0,Strata
2549,Hawkesbury,1000.0,1294.0,194.0,2022-09-30,Greater Sydney,Outer Ring,House,520.0,297.0,2966.0,Non Strata
2550,Hawkesbury,600.0,597.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Other,270.0,20.0,355.0,Strata
2551,Hawkesbury,600.0,597.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,460.0,20.0,513.0,Strata
2552,Hawkesbury,600.0,597.0,20.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,395.0,31.0,660.0,Strata
2553,Hornsby,1680.0,1757.0,283.0,2022-09-30,Greater Sydney,Outer Ring,House,685.0,495.0,3970.0,Non Strata
2554,Hornsby,700.0,770.0,182.0,2022-09-30,Greater Sydney,Outer Ring,Other,500.0,20.0,678.0,Strata
2555,Hornsby,700.0,770.0,182.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,700.0,55.0,775.0,Strata
2556,Hornsby,700.0,770.0,182.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,490.0,481.0,5560.0,Strata
2557,Liverpool,995.0,1046.0,429.0,2022-09-30,Greater Sydney,Outer Ring,House,555.0,994.0,9592.0,Non Strata
2558,Liverpool,520.0,534.0,261.0,2022-09-30,Greater Sydney,Outer Ring,Other,380.0,144.0,2279.0,Strata
2559,Liverpool,520.0,534.0,261.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,550.0,85.0,1533.0,Strata
2560,Liverpool,520.0,534.0,261.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,420.0,510.0,6963.0,Strata
2561,Northern Beaches,2300.0,2560.0,442.0,2022-09-30,Greater Sydney,Outer Ring,House,880.0,1048.0,5980.0,Non Strata
2562,Northern Beaches,1105.0,1226.0,433.0,2022-09-30,Greater Sydney,Outer Ring,Other,610.0,33.0,1253.0,Strata
2563,Northern Beaches,1105.0,1226.0,433.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,820.0,68.0,1170.0,Strata
2564,Northern Beaches,1105.0,1226.0,433.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,650.0,1356.0,15875.0,Strata
2565,Penrith,868.0,934.0,517.0,2022-09-30,Greater Sydney,Outer Ring,House,500.0,1266.0,12697.0,Non Strata
2566,Penrith,580.0,563.0,251.0,2022-09-30,Greater Sydney,Outer Ring,Other,350.0,116.0,1934.0,Strata
2567,Penrith,580.0,563.0,251.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,470.0,169.0,2807.0,Strata
2568,Penrith,580.0,563.0,251.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,399.0,469.0,5243.0,Strata
2569,Sutherland Shire,1640.0,1757.0,421.0,2022-09-30,Greater Sydney,Outer Ring,House,730.0,663.0,4183.0,Non Strata
2570,Sutherland Shire,875.0,922.0,395.0,2022-09-30,Greater Sydney,Outer Ring,Other,570.0,20.0,857.0,Strata
2571,Sutherland Shire,875.0,922.0,395.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,830.0,135.0,1810.0,Strata
2572,Sutherland Shire,875.0,922.0,395.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,500.0,845.0,9979.0,Strata
2573,The Hills Shire,1700.0,1888.0,457.0,2022-09-30,Greater Sydney,Outer Ring,House,725.0,898.0,7037.0,Non Strata
2574,The Hills Shire,791.0,847.0,164.0,2022-09-30,Greater Sydney,Outer Ring,Other,490.0,33.0,600.0,Strata
2575,The Hills Shire,791.0,847.0,164.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,690.0,67.0,1217.0,Strata
2576,The Hills Shire,791.0,847.0,164.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,560.0,316.0,3184.0,Strata
2577,Wollondilly,980.0,1161.0,173.0,2022-09-30,Greater Sydney,Outer Ring,House,560.0,221.0,1936.0,Non Strata
2578,Wollondilly,650.0,,5.0,2022-09-30,Greater Sydney,Outer Ring,Other,400.0,5.0,182.0,Strata
2579,Wollondilly,650.0,,5.0,2022-09-30,Greater Sydney,Outer Ring,Townhouse,527.5,5.0,81.0,Strata
2580,Wollondilly,650.0,,5.0,2022-09-30,Greater Sydney,Outer Ring,Flat/Unit,380.0,20.0,250.0,Strata
2581,Inner West,1788.0,1939.0,360.0,2022-12-31,Greater Sydney,Inner Ring,House,730.0,1282.0,8637.0,Non Strata
2582,Inner West,810.0,901.0,306.0,2022-12-31,Greater Sydney,Inner Ring,Other,361.0,127.0,2768.0,Strata
2583,Inner West,810.0,901.0,306.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,850.0,95.0,2102.0,Strata
2584,Inner West,810.0,901.0,306.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,530.0,1211.0,19176.0,Strata
2585,Lane Cove,2875.0,3117.0,57.0,2022-12-31,Greater Sydney,Inner Ring,House,680.0,217.0,935.0,Non Strata
2586,Lane Cove,980.0,1085.0,157.0,2022-12-31,Greater Sydney,Inner Ring,Other,480.0,5.0,145.0,Strata
2587,Lane Cove,980.0,1085.0,157.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,935.0,5.0,191.0,Strata
2588,Lane Cove,980.0,1085.0,157.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,620.0,366.0,4533.0,Strata
2589,Mosman,4775.0,5700.0,48.0,2022-12-31,Greater Sydney,Inner Ring,House,898.0,144.0,641.0,Non Strata
2590,Mosman,955.0,1133.0,75.0,2022-12-31,Greater Sydney,Inner Ring,Other,480.0,5.0,182.0,Strata
2591,Mosman,955.0,1133.0,75.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,935.0,5.0,159.0,Strata
2592,Mosman,955.0,1133.0,75.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,650.0,186.0,3023.0,Strata
2593,North Sydney,2985.0,2939.0,36.0,2022-12-31,Greater Sydney,Inner Ring,House,690.0,533.0,1870.0,Non Strata
2594,North Sydney,1130.0,1275.0,291.0,2022-12-31,Greater Sydney,Inner Ring,Other,635.0,20.0,638.0,Strata
2595,North Sydney,1130.0,1275.0,291.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,900.0,52.0,858.0,Strata
2596,North Sydney,1130.0,1275.0,291.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,650.0,874.0,14249.0,Strata
2597,Randwick,2800.0,3140.0,159.0,2022-12-31,Greater Sydney,Inner Ring,House,815.0,587.0,3523.0,Non Strata
2598,Randwick,1000.0,1196.0,258.0,2022-12-31,Greater Sydney,Inner Ring,Other,480.0,46.0,1320.0,Strata
2599,Randwick,1000.0,1196.0,258.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,1000.0,47.0,1101.0,Strata
2600,Randwick,1000.0,1196.0,258.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,720.0,1028.0,16925.0,Strata
2601,Sydney,1900.0,2081.0,180.0,2022-12-31,Greater Sydney,Inner Ring,House,750.0,2271.0,8207.0,Non Strata
2602,Sydney,878.0,1009.0,898.0,2022-12-31,Greater Sydney,Inner Ring,Other,499.0,2417.0,6357.0,Strata
2603,Sydney,878.0,1009.0,898.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,920.0,166.0,2518.0,Strata
2604,Sydney,878.0,1009.0,898.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,700.0,4326.0,50823.0,Strata
2605,Waverley,4028.0,4506.0,84.0,2022-12-31,Greater Sydney,Inner Ring,House,880.0,429.0,2028.0,Non Strata
2606,Waverley,1300.0,1527.0,194.0,2022-12-31,Greater Sydney,Inner Ring,Other,300.0,20.0,986.0,Strata
2607,Waverley,1300.0,1527.0,194.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,950.0,20.0,455.0,Strata
2608,Waverley,1300.0,1527.0,194.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,810.0,657.0,11520.0,Strata
2609,Woollahra,4175.0,6072.0,83.0,2022-12-31,Greater Sydney,Inner Ring,House,965.0,354.0,1652.0,Non Strata
2610,Woollahra,1655.0,1911.0,150.0,2022-12-31,Greater Sydney,Inner Ring,Other,480.0,5.0,626.0,Strata
2611,Woollahra,1655.0,1911.0,150.0,2022-12-31,Greater Sydney,Inner Ring,Townhouse,1298.0,34.0,535.0,Strata
2612,Woollahra,1655.0,1911.0,150.0,2022-12-31,Greater Sydney,Inner Ring,Flat/Unit,780.0,396.0,6278.0,Strata
2613,Bayside,1593.0,1705.0,196.0,2022-12-31,Greater Sydney,Middle Ring,House,680.0,739.0,4602.0,Non Strata
2614,Bayside,730.0,746.0,468.0,2022-12-31,Greater Sydney,Middle Ring,Other,630.0,51.0,1365.0,Strata
2615,Bayside,730.0,746.0,468.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,685.0,48.0,974.0,Strata
2616,Bayside,730.0,746.0,468.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,660.0,1534.0,19788.0,Strata
2617,Burwood,1916.0,2141.0,36.0,2022-12-31,Greater Sydney,Middle Ring,House,620.0,132.0,959.0,Non Strata
2618,Burwood,895.0,887.0,81.0,2022-12-31,Greater Sydney,Middle Ring,Other,530.0,35.0,579.0,Strata
2619,Burwood,895.0,887.0,81.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,750.0,20.0,232.0,Strata
2620,Burwood,895.0,887.0,81.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,600.0,469.0,4328.0,Strata
2621,Canada Bay,2533.0,2690.0,108.0,2022-12-31,Greater Sydney,Middle Ring,House,725.0,435.0,2344.0,Non Strata
2622,Canada Bay,980.0,1115.0,221.0,2022-12-31,Greater Sydney,Middle Ring,Other,650.0,20.0,644.0,Strata
2623,Canada Bay,980.0,1115.0,221.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,813.0,48.0,694.0,Strata
2624,Canada Bay,980.0,1115.0,221.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,650.0,638.0,8792.0,Strata
2625,Canterbury-Bankstown,1200.0,1227.0,540.0,2022-12-31,Greater Sydney,Middle Ring,House,600.0,1082.0,10810.0,Non Strata
2626,Canterbury-Bankstown,580.0,590.0,391.0,2022-12-31,Greater Sydney,Middle Ring,Other,480.0,143.0,4028.0,Strata
2627,Canterbury-Bankstown,580.0,590.0,391.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,650.0,144.0,3308.0,Strata
2628,Canterbury-Bankstown,580.0,590.0,391.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,440.0,1168.0,17872.0,Strata
2629,Cumberland,1050.0,1095.0,282.0,2022-12-31,Greater Sydney,Middle Ring,House,550.0,877.0,8324.0,Non Strata
2630,Cumberland,535.0,559.0,305.0,2022-12-31,Greater Sydney,Middle Ring,Other,450.0,119.0,2808.0,Strata
2631,Cumberland,535.0,559.0,305.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,560.0,167.0,2550.0,Strata
2632,Cumberland,535.0,559.0,305.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,463.0,924.0,13622.0,Strata
2633,Georges River,1600.0,1710.0,207.0,2022-12-31,Greater Sydney,Middle Ring,House,620.0,542.0,3957.0,Non Strata
2634,Georges River,710.0,756.0,261.0,2022-12-31,Greater Sydney,Middle Ring,Other,550.0,43.0,1132.0,Strata
2635,Georges River,710.0,756.0,261.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,680.0,44.0,896.0,Strata
2636,Georges River,710.0,756.0,261.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,520.0,716.0,10215.0,Strata
2637,Hunters Hill,4002.0,4334.0,20.0,2022-12-31,Greater Sydney,Middle Ring,House,800.0,51.0,304.0,Non Strata
2638,Hunters Hill,1065.0,1225.0,20.0,2022-12-31,Greater Sydney,Middle Ring,Other,530.0,5.0,44.0,Strata
2639,Hunters Hill,1065.0,1225.0,20.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,720.0,5.0,76.0,Strata
2640,Hunters Hill,1065.0,1225.0,20.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,500.0,42.0,510.0,Strata
2641,Ku-Ring-Gai,2921.0,3221.0,288.0,2022-12-31,Greater Sydney,Middle Ring,House,1000.0,453.0,2962.0,Non Strata
2642,Ku-Ring-Gai,975.0,1072.0,156.0,2022-12-31,Greater Sydney,Middle Ring,Other,525.0,20.0,287.0,Strata
2643,Ku-Ring-Gai,975.0,1072.0,156.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,1100.0,20.0,242.0,Strata
2644,Ku-Ring-Gai,975.0,1072.0,156.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,650.0,415.0,4654.0,Strata
2645,Parramatta,1549.0,1639.0,314.0,2022-12-31,Greater Sydney,Middle Ring,House,570.0,1271.0,7778.0,Non Strata
2646,Parramatta,685.0,1548.0,711.0,2022-12-31,Greater Sydney,Middle Ring,Other,425.0,73.0,2095.0,Strata
2647,Parramatta,685.0,1548.0,711.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,600.0,161.0,2590.0,Strata
2648,Parramatta,685.0,1548.0,711.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,550.0,2282.0,27195.0,Strata
2649,Ryde,2200.0,2232.0,168.0,2022-12-31,Greater Sydney,Middle Ring,House,630.0,634.0,3588.0,Non Strata
2650,Ryde,797.0,868.0,348.0,2022-12-31,Greater Sydney,Middle Ring,Other,555.0,42.0,857.0,Strata
2651,Ryde,797.0,868.0,348.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,720.0,91.0,1512.0,Strata
2652,Ryde,797.0,868.0,348.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,550.0,1000.0,13020.0,Strata
2653,Strathfield,2615.0,2716.0,34.0,2022-12-31,Greater Sydney,Middle Ring,House,600.0,167.0,953.0,Non Strata
2654,Strathfield,610.0,626.0,115.0,2022-12-31,Greater Sydney,Middle Ring,Other,530.0,48.0,715.0,Strata
2655,Strathfield,610.0,626.0,115.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,775.0,20.0,223.0,Strata
2656,Strathfield,610.0,626.0,115.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,550.0,466.0,5124.0,Strata
2657,Willoughby,3305.0,3347.0,124.0,2022-12-31,Greater Sydney,Middle Ring,House,828.0,338.0,2076.0,Non Strata
2658,Willoughby,1000.0,1100.0,141.0,2022-12-31,Greater Sydney,Middle Ring,Other,530.0,5.0,343.0,Strata
2659,Willoughby,1000.0,1100.0,141.0,2022-12-31,Greater Sydney,Middle Ring,Townhouse,850.0,20.0,412.0,Strata
2660,Willoughby,1000.0,1100.0,141.0,2022-12-31,Greater Sydney,Middle Ring,Flat/Unit,620.0,683.0,7571.0,Strata
2661,Blacktown,980.0,1009.0,834.0,2022-12-31,Greater Sydney,Outer Ring,House,530.0,2497.0,23546.0,Non Strata
2662,Blacktown,601.0,608.0,317.0,2022-12-31,Greater Sydney,Outer Ring,Other,370.0,125.0,2756.0,Strata
2663,Blacktown,601.0,608.0,317.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,540.0,158.0,2979.0,Strata
2664,Blacktown,601.0,608.0,317.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,450.0,484.0,6071.0,Strata
2665,Blue Mountains,880.0,941.0,289.0,2022-12-31,Greater Sydney,Outer Ring,House,550.0,318.0,3390.0,Non Strata
2666,Blue Mountains,648.0,653.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Other,400.0,5.0,206.0,Strata
2667,Blue Mountains,648.0,653.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,505.0,20.0,255.0,Strata
2668,Blue Mountains,648.0,653.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,415.0,42.0,639.0,Strata
2669,Camden,1046.0,1131.0,308.0,2022-12-31,Greater Sydney,Outer Ring,House,650.0,724.0,7205.0,Non Strata
2670,Camden,670.0,715.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Other,400.0,20.0,413.0,Strata
2671,Camden,670.0,715.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,620.0,20.0,334.0,Strata
2672,Camden,670.0,715.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,400.0,40.0,507.0,Strata
2673,Campbelltown,810.0,832.0,351.0,2022-12-31,Greater Sydney,Outer Ring,House,500.0,918.0,9766.0,Non Strata
2674,Campbelltown,530.0,525.0,106.0,2022-12-31,Greater Sydney,Outer Ring,Other,390.0,54.0,1417.0,Strata
2675,Campbelltown,530.0,525.0,106.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,445.0,73.0,1560.0,Strata
2676,Campbelltown,530.0,525.0,106.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,395.0,158.0,2133.0,Strata
2677,Central Coast,915.0,1033.0,991.0,2022-12-31,Greater Sydney,Outer Ring,House,550.0,1981.0,19623.0,Non Strata
2678,Central Coast,655.0,694.0,270.0,2022-12-31,Greater Sydney,Outer Ring,Other,415.0,58.0,2165.0,Strata
2679,Central Coast,655.0,694.0,270.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,560.0,111.0,2623.0,Strata
2680,Central Coast,655.0,694.0,270.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,450.0,408.0,6976.0,Strata
2681,Fairfield,980.0,1027.0,311.0,2022-12-31,Greater Sydney,Outer Ring,House,550.0,586.0,7727.0,Non Strata
2682,Fairfield,430.0,469.0,107.0,2022-12-31,Greater Sydney,Outer Ring,Other,400.0,194.0,3089.0,Strata
2683,Fairfield,430.0,469.0,107.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,500.0,61.0,1664.0,Strata
2684,Fairfield,430.0,469.0,107.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,350.0,274.0,4838.0,Strata
2685,Hawkesbury,880.0,1100.0,183.0,2022-12-31,Greater Sydney,Outer Ring,House,570.0,283.0,2986.0,Non Strata
2686,Hawkesbury,596.0,617.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Other,280.0,20.0,350.0,Strata
2687,Hawkesbury,596.0,617.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,490.0,20.0,489.0,Strata
2688,Hawkesbury,596.0,617.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,390.0,35.0,636.0,Strata
2689,Hornsby,1718.0,1779.0,320.0,2022-12-31,Greater Sydney,Outer Ring,House,700.0,510.0,4101.0,Non Strata
2690,Hornsby,680.0,733.0,144.0,2022-12-31,Greater Sydney,Outer Ring,Other,570.0,20.0,652.0,Strata
2691,Hornsby,680.0,733.0,144.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,660.0,39.0,740.0,Strata
2692,Hornsby,680.0,733.0,144.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,500.0,391.0,5408.0,Strata
2693,Liverpool,970.0,1008.0,381.0,2022-12-31,Greater Sydney,Outer Ring,House,580.0,1009.0,9839.0,Non Strata
2694,Liverpool,500.0,512.0,222.0,2022-12-31,Greater Sydney,Outer Ring,Other,410.0,132.0,2239.0,Strata
2695,Liverpool,500.0,512.0,222.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,560.0,75.0,1481.0,Strata
2696,Liverpool,500.0,512.0,222.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,438.0,512.0,6819.0,Strata
2697,Northern Beaches,2300.0,2551.0,461.0,2022-12-31,Greater Sydney,Outer Ring,House,920.0,901.0,6283.0,Non Strata
2698,Northern Beaches,1050.0,1223.0,412.0,2022-12-31,Greater Sydney,Outer Ring,Other,610.0,20.0,1219.0,Strata
2699,Northern Beaches,1050.0,1223.0,412.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,920.0,65.0,1140.0,Strata
2700,Northern Beaches,1050.0,1223.0,412.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,650.0,1064.0,15545.0,Strata
2701,Penrith,870.0,937.0,426.0,2022-12-31,Greater Sydney,Outer Ring,House,510.0,1181.0,12836.0,Non Strata
2702,Penrith,595.0,574.0,207.0,2022-12-31,Greater Sydney,Outer Ring,Other,400.0,73.0,1864.0,Strata
2703,Penrith,595.0,574.0,207.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,490.0,155.0,2731.0,Strata
2704,Penrith,595.0,574.0,207.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,400.0,371.0,5090.0,Strata
2705,Sutherland Shire,1550.0,1674.0,381.0,2022-12-31,Greater Sydney,Outer Ring,House,700.0,706.0,4482.0,Non Strata
2706,Sutherland Shire,850.0,918.0,398.0,2022-12-31,Greater Sydney,Outer Ring,Other,400.0,5.0,827.0,Strata
2707,Sutherland Shire,850.0,918.0,398.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,800.0,112.0,1744.0,Strata
2708,Sutherland Shire,850.0,918.0,398.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,550.0,643.0,9678.0,Strata
2709,The Hills Shire,1746.0,1905.0,424.0,2022-12-31,Greater Sydney,Outer Ring,House,730.0,818.0,7188.0,Non Strata
2710,The Hills Shire,803.0,836.0,177.0,2022-12-31,Greater Sydney,Outer Ring,Other,540.0,20.0,576.0,Strata
2711,The Hills Shire,803.0,836.0,177.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,648.0,54.0,1145.0,Strata
2712,The Hills Shire,803.0,836.0,177.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,580.0,276.0,3100.0,Strata
2713,Wollondilly,988.0,1120.0,120.0,2022-12-31,Greater Sydney,Outer Ring,House,550.0,179.0,1932.0,Non Strata
2714,Wollondilly,514.0,546.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Other,400.0,5.0,184.0,Strata
2715,Wollondilly,514.0,546.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Townhouse,560.0,5.0,75.0,Strata
2716,Wollondilly,514.0,546.0,20.0,2022-12-31,Greater Sydney,Outer Ring,Flat/Unit,390.0,20.0,236.0,Strata
2717,Inner West,1919.0,2039.0,306.0,2023-03-31,Greater Sydney,Inner Ring,House,775.0,1396.0,9444.0,Non Strata
2718,Inner West,805.0,881.0,271.0,2023-03-31,Greater Sydney,Inner Ring,Other,495.0,134.0,2809.0,Strata
2719,Inner West,805.0,881.0,271.0,2023-03-31,Greater Sydney,Inner Ring,Townhouse,810.0,99.0,2072.0,Strata
2720,Inner West,805.0,881.0,271.0,2023-03-31,Greater Sydney,Inner Ring,Flat/Unit,595.0,1396.0,19304.0,Strata
2721,Lane Cove,3250.0,3316.0,37.0,2023-03-31,Greater Sydney,Inner Ring,House,780.0,255.0,1128.0,Non Strata
2722,Lane Cove,943.0,1111.0,173.0,2023-03-31,Greater Sydney,Inner Ring,Other,500.0,5.0,147.0,Strata
2723,Lane Cove,943.0,1111.0,173.0,2023-03-31,Greater Sydney,Inner Ring,Townhouse,780.0,20.0,187.0,Strata
2724,Lane Cove,943.0,1111.0,173.0,2023-03-31,Greater Sydney,Inner Ring,Flat/Unit,812.0,578.0,4747.0,Strata
2725,Mosman,5350.0,6119.0,38.0,2023-03-31,Greater Sydney,Inner Ring,House,840.0,130.0,725.0,Non Strata
2726,Mosman,1180.0,1416.0,69.0,2023-03-31,Greater Sydney,Inner Ring,Other,500.0,5.0,181.0,Strata
2727,Mosman,1180.0,1416.0,69.0,2023-03-31,Greater Sydney,Inner Ring,Townhouse,1350.0,20.0,159.0,Strata
2728,Mosman,1180.0,1416.0,69.0,2023-03-31,Greater Sydney,Inner Ring,Flat/Unit,685.0,189.0,3026.0,Strata
2729,North Sydney,3100.0,3050.0,36.0,2023-03-31,Greater Sydney,Inner Ring,House,748.0,574.0,2329.0,Non Strata
2730,North Sydney,1155.0,1320.0,278.0,2023-03-31,Greater Sydney,Inner Ring,Other,610.0,20.0,628.0,Strata
2731,North Sydney,1155.0,1320.0,278.0,2023-03-31,Greater Sydney,Inner Ring,Townhouse,1038.0,56.0,853.0,Strata
2732,North Sydney,1155.0,1320.0,278.0,2023-03-31,Greater Sydney,Inner Ring,Flat/Unit,680.0,994.0,14184.0,Strata
2733,Randwick,2900.0,3075.0,120.0,2023-03-31,Greater Sydney,Inner Ring,House,815.0,666.0,3972.0,Non Strata
2734,Randwick,960.0,1068.0,267.0,2023-03-31,Greater Sydney,Inner Ring,Other,500.0,83.0,1323.0,Strata
2735,Randwick,960.0,1068.0,267.0,2023-03-31,Greater Sydney,Inner Ring,Townhouse,1250.0,63.0,1108.0,Strata
2736,Randwick,960.0,1068.0,267.0,2023-03-31,Greater Sydney,Inner Ring,Flat/Unit,750.0,1270.0,17000.0,Strata
2737,Sydney,2025.0,2148.0,117.0,2023-03-31,Greater Sydney,Inner Ring,House,840.0,2378.0,9891.0,Non Strata
2738,Sydney,950.0,1061.0,922.0,2023-03-31,Greater Sydney,Inner Ring,Other,569.0,1091.0,6012.0,Strata
2739,Sydney,950.0,1061.0,922.0,2023-03-31,Greater Sydney,Inner Ring,Townhouse,1000.0,153.0,2485.0,Strata
