,lga,sales_price_median,sales_price_mean,sales_no,date,greatersydney_y,rings_y,dwellingtype_y,wrent_median,new_bonds_no,total_bonds_held,dwellingtype_g
585,Canada Bay,854.0,924.0,120.0,2019-03-31,Greater Sydney,Middle Ring,Other,580.0,55.0,898.0,Strata
586,Canada Bay,854.0,924.0,120.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,680.0,75.0,804.0,Strata
587,Canada Bay,854.0,924.0,120.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,600.0,1166.0,8055.0,Strata
588,Canterbury-Bankstown,855.0,879.0,351.0,2019-03-31,Greater Sydney,Middle Ring,House,550.0,796.0,8935.0,Non Strata
589,Canterbury-Bankstown,547.0,593.0,255.0,2019-03-31,Greater Sydney,Middle Ring,Other,430.0,267.0,5295.0,Strata
590,Canterbury-Bankstown,547.0,593.0,255.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,600.0,278.0,3355.0,Strata
591,Canterbury-Bankstown,547.0,593.0,255.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,420.0,1493.0,15181.0,Strata
592,Cumberland,770.0,789.0,183.0,2019-03-31,Greater Sydney,Middle Ring,House,500.0,580.0,6544.0,Non Strata
593,Cumberland,538.0,527.0,144.0,2019-03-31,Greater Sydney,Middle Ring,Other,440.0,237.0,3232.0,Strata
594,Cumberland,538.0,527.0,144.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,520.0,209.0,2561.0,Strata
595,Cumberland,538.0,527.0,144.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,430.0,1120.0,11418.0,Strata
596,Georges River,1200.0,1231.0,125.0,2019-03-31,Greater Sydney,Middle Ring,House,600.0,319.0,3239.0,Non Strata
597,Georges River,650.0,655.0,144.0,2019-03-31,Greater Sydney,Middle Ring,Other,490.0,67.0,1943.0,Strata
598,Georges River,650.0,655.0,144.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,603.0,84.0,890.0,Strata
599,Georges River,650.0,655.0,144.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,495.0,923.0,8795.0,Strata
600,Hunters Hill,2500.0,2769.0,20.0,2019-03-31,Greater Sydney,Middle Ring,House,950.0,33.0,250.0,Non Strata
601,Hunters Hill,1620.0,1541.0,20.0,2019-03-31,Greater Sydney,Middle Ring,Other,520.0,5.0,66.0,Strata
602,Hunters Hill,1620.0,1541.0,20.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,650.0,5.0,65.0,Strata
603,Hunters Hill,1620.0,1541.0,20.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,550.0,53.0,494.0,Strata
604,Ku-Ring-Gai,1910.0,2065.0,168.0,2019-03-31,Greater Sydney,Middle Ring,House,990.0,339.0,2662.0,Non Strata
605,Ku-Ring-Gai,880.0,951.0,106.0,2019-03-31,Greater Sydney,Middle Ring,Other,603.0,20.0,510.0,Strata
606,Ku-Ring-Gai,880.0,951.0,106.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,775.0,20.0,213.0,Strata
607,Ku-Ring-Gai,880.0,951.0,106.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,600.0,586.0,4176.0,Strata
608,Parramatta,1010.0,1068.0,191.0,2019-03-31,Greater Sydney,Middle Ring,House,540.0,606.0,5390.0,Non Strata
609,Parramatta,647.0,642.0,279.0,2019-03-31,Greater Sydney,Middle Ring,Other,450.0,192.0,3249.0,Strata
610,Parramatta,647.0,642.0,279.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,565.0,240.0,2697.0,Strata
611,Parramatta,647.0,642.0,279.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,490.0,3069.0,22242.0,Strata
612,Ryde,1335.0,1428.0,117.0,2019-03-31,Greater Sydney,Middle Ring,House,660.0,332.0,2573.0,Non Strata
613,Ryde,685.0,739.0,195.0,2019-03-31,Greater Sydney,Middle Ring,Other,490.0,73.0,1124.0,Strata
614,Ryde,685.0,739.0,195.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,600.0,159.0,1484.0,Strata
615,Ryde,685.0,739.0,195.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,480.0,1820.0,10489.0,Strata
616,Strathfield,2250.0,2499.0,20.0,2019-03-31,Greater Sydney,Middle Ring,House,705.0,72.0,626.0,Non Strata
617,Strathfield,633.0,627.0,52.0,2019-03-31,Greater Sydney,Middle Ring,Other,520.0,81.0,807.0,Strata
618,Strathfield,633.0,627.0,52.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,650.0,20.0,234.0,Strata
619,Strathfield,633.0,627.0,52.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,510.0,489.0,4103.0,Strata
620,Willoughby,2105.0,2291.0,62.0,2019-03-31,Greater Sydney,Middle Ring,House,955.0,187.0,1567.0,Non Strata
621,Willoughby,883.0,975.0,86.0,2019-03-31,Greater Sydney,Middle Ring,Other,548.0,20.0,589.0,Strata
622,Willoughby,883.0,975.0,86.0,2019-03-31,Greater Sydney,Middle Ring,Townhouse,753.0,32.0,510.0,Strata
623,Willoughby,883.0,975.0,86.0,2019-03-31,Greater Sydney,Middle Ring,Flat/Unit,580.0,772.0,6362.0,Strata
624,Blacktown,684.0,702.0,564.0,2019-03-31,Greater Sydney,Outer Ring,House,470.0,1840.0,17883.0,Non Strata
625,Blacktown,525.0,521.0,123.0,2019-03-31,Greater Sydney,Outer Ring,Other,373.0,256.0,3806.0,Strata
626,Blacktown,525.0,521.0,123.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,450.0,288.0,2946.0,Strata
627,Blacktown,525.0,521.0,123.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,370.0,456.0,3895.0,Strata
628,Blue Mountains,650.0,679.0,219.0,2019-03-31,Greater Sydney,Outer Ring,House,450.0,342.0,3429.0,Non Strata
629,Blue Mountains,551.0,542.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Other,380.0,5.0,302.0,Strata
630,Blue Mountains,551.0,542.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,410.0,20.0,271.0,Strata
631,Blue Mountains,551.0,542.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,300.0,56.0,688.0,Strata
632,Camden,700.0,720.0,242.0,2019-03-31,Greater Sydney,Outer Ring,House,500.0,636.0,5212.0,Non Strata
633,Camden,489.0,505.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Other,390.0,44.0,486.0,Strata
634,Camden,489.0,505.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,450.0,39.0,265.0,Strata
635,Camden,489.0,505.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,350.0,49.0,311.0,Strata
636,Campbelltown,571.0,584.0,284.0,2019-03-31,Greater Sydney,Outer Ring,House,430.0,686.0,7511.0,Non Strata
637,Campbelltown,420.0,425.0,63.0,2019-03-31,Greater Sydney,Outer Ring,Other,375.0,187.0,1839.0,Strata
638,Campbelltown,420.0,425.0,63.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,388.0,132.0,1710.0,Strata
639,Campbelltown,420.0,425.0,63.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,363.0,228.0,1779.0,Strata
640,Central Coast,620.0,665.0,845.0,2019-03-31,Greater Sydney,Outer Ring,House,440.0,1637.0,17401.0,Non Strata
641,Central Coast,490.0,523.0,230.0,2019-03-31,Greater Sydney,Outer Ring,Other,350.0,139.0,3059.0,Strata
642,Central Coast,490.0,523.0,230.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,430.0,288.0,2895.0,Strata
643,Central Coast,490.0,523.0,230.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,355.0,663.0,6499.0,Strata
644,Fairfield,719.0,725.0,166.0,2019-03-31,Greater Sydney,Outer Ring,House,460.0,401.0,6733.0,Non Strata
645,Fairfield,421.0,424.0,45.0,2019-03-31,Greater Sydney,Outer Ring,Other,370.0,181.0,2654.0,Strata
646,Fairfield,421.0,424.0,45.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,480.0,113.0,1739.0,Strata
647,Fairfield,421.0,424.0,45.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,345.0,323.0,4513.0,Strata
648,Hawkesbury,750.0,834.0,112.0,2019-03-31,Greater Sydney,Outer Ring,House,450.0,270.0,2556.0,Non Strata
649,Hawkesbury,470.0,443.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Other,395.0,45.0,486.0,Strata
650,Hawkesbury,470.0,443.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,420.0,49.0,531.0,Strata
651,Hawkesbury,470.0,443.0,20.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,330.0,68.0,608.0,Strata
652,Hornsby,1175.0,1221.0,180.0,2019-03-31,Greater Sydney,Outer Ring,House,650.0,369.0,3425.0,Non Strata
653,Hornsby,646.0,648.0,104.0,2019-03-31,Greater Sydney,Outer Ring,Other,483.0,56.0,1150.0,Strata
654,Hornsby,646.0,648.0,104.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,600.0,84.0,795.0,Strata
655,Hornsby,646.0,648.0,104.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,470.0,524.0,4599.0,Strata
656,Liverpool,750.0,780.0,232.0,2019-03-31,Greater Sydney,Outer Ring,House,500.0,740.0,7668.0,Non Strata
657,Liverpool,522.0,498.0,58.0,2019-03-31,Greater Sydney,Outer Ring,Other,380.0,203.0,2070.0,Strata
658,Liverpool,522.0,498.0,58.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,450.0,102.0,1511.0,Strata
659,Liverpool,522.0,498.0,58.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,380.0,672.0,5942.0,Strata
660,Northern Beaches,1600.0,1722.0,373.0,2019-03-31,Greater Sydney,Outer Ring,House,1000.0,594.0,5155.0,Non Strata
661,Northern Beaches,800.0,908.0,358.0,2019-03-31,Greater Sydney,Outer Ring,Other,665.0,76.0,1866.0,Strata
662,Northern Beaches,800.0,908.0,358.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,800.0,142.0,1295.0,Strata
663,Northern Beaches,800.0,908.0,358.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,600.0,1573.0,15037.0,Strata
664,Penrith,643.0,650.0,364.0,2019-03-31,Greater Sydney,Outer Ring,House,440.0,1155.0,10620.0,Non Strata
665,Penrith,460.0,451.0,114.0,2019-03-31,Greater Sydney,Outer Ring,Other,340.0,137.0,2397.0,Strata
666,Penrith,460.0,451.0,114.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,400.0,273.0,2505.0,Strata
667,Penrith,460.0,451.0,114.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,360.0,545.0,3735.0,Strata
668,Sutherland Shire,1050.0,1159.0,303.0,2019-03-31,Greater Sydney,Outer Ring,House,700.0,450.0,3881.0,Non Strata
669,Sutherland Shire,700.0,735.0,270.0,2019-03-31,Greater Sydney,Outer Ring,Other,550.0,40.0,1263.0,Strata
670,Sutherland Shire,700.0,735.0,270.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,650.0,181.0,1670.0,Strata
671,Sutherland Shire,700.0,735.0,270.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,475.0,892.0,8258.0,Strata
672,The Hills Shire,1128.0,1194.0,251.0,2019-03-31,Greater Sydney,Outer Ring,House,650.0,684.0,5487.0,Non Strata
673,The Hills Shire,721.0,733.0,66.0,2019-03-31,Greater Sydney,Outer Ring,Other,445.0,32.0,880.0,Strata
674,The Hills Shire,721.0,733.0,66.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,550.0,111.0,1139.0,Strata
675,The Hills Shire,721.0,733.0,66.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,500.0,278.0,1880.0,Strata
676,Wollondilly,670.0,757.0,121.0,2019-03-31,Greater Sydney,Outer Ring,House,460.0,161.0,1573.0,Non Strata
677,Wollondilly,522.0,,5.0,2019-03-31,Greater Sydney,Outer Ring,Other,355.0,20.0,248.0,Strata
678,Wollondilly,522.0,,5.0,2019-03-31,Greater Sydney,Outer Ring,Townhouse,450.0,5.0,79.0,Strata
679,Wollondilly,522.0,,5.0,2019-03-31,Greater Sydney,Outer Ring,Flat/Unit,320.0,20.0,205.0,Strata
680,Inner West,1400.0,1526.0,365.0,2019-06-30,Greater Sydney,Inner Ring,House,780.0,689.0,6437.0,Non Strata
681,Inner West,768.0,1802.0,348.0,2019-06-30,Greater Sydney,Inner Ring,Other,500.0,202.0,4364.0,Strata
682,Inner West,768.0,1802.0,348.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,710.0,176.0,2543.0,Strata
683,Inner West,768.0,1802.0,348.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,500.0,1756.0,17723.0,Strata
684,Lane Cove,2138.0,3073.0,56.0,2019-06-30,Greater Sydney,Inner Ring,House,910.0,76.0,777.0,Non Strata
685,Lane Cove,724.0,805.0,116.0,2019-06-30,Greater Sydney,Inner Ring,Other,520.0,20.0,248.0,Strata
686,Lane Cove,724.0,805.0,116.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,720.0,20.0,270.0,Strata
687,Lane Cove,724.0,805.0,116.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,550.0,487.0,3723.0,Strata
688,Mosman,3450.0,3662.0,48.0,2019-06-30,Greater Sydney,Inner Ring,House,1550.0,71.0,505.0,Non Strata
689,Mosman,950.0,1214.0,65.0,2019-06-30,Greater Sydney,Inner Ring,Other,520.0,5.0,280.0,Strata
690,Mosman,950.0,1214.0,65.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,930.0,20.0,196.0,Strata
691,Mosman,950.0,1214.0,65.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,593.0,296.0,2989.0,Strata
692,North Sydney,2650.0,3182.0,49.0,2019-06-30,Greater Sydney,Inner Ring,House,1000.0,101.0,859.0,Non Strata
693,North Sydney,978.0,1169.0,266.0,2019-06-30,Greater Sydney,Inner Ring,Other,560.0,31.0,1048.0,Strata
694,North Sydney,978.0,1169.0,266.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,900.0,69.0,931.0,Strata
695,North Sydney,978.0,1169.0,266.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,610.0,1359.0,13539.0,Strata
696,Randwick,1925.0,2052.0,137.0,2019-06-30,Greater Sydney,Inner Ring,House,950.0,247.0,2246.0,Non Strata
697,Randwick,875.0,950.0,214.0,2019-06-30,Greater Sydney,Inner Ring,Other,500.0,72.0,2169.0,Strata
698,Randwick,875.0,950.0,214.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,900.0,74.0,1174.0,Strata
699,Randwick,875.0,950.0,214.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,600.0,1552.0,15428.0,Strata
700,Sydney,1429.0,1655.0,130.0,2019-06-30,Greater Sydney,Inner Ring,House,793.0,482.0,3406.0,Non Strata
701,Sydney,885.0,1024.0,765.0,2019-06-30,Greater Sydney,Inner Ring,Other,515.0,726.0,8300.0,Strata
702,Sydney,885.0,1024.0,765.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,850.0,215.0,3424.0,Strata
703,Sydney,885.0,1024.0,765.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,650.0,5111.0,42860.0,Strata
704,Waverley,2635.0,2885.0,90.0,2019-06-30,Greater Sydney,Inner Ring,House,1200.0,149.0,1095.0,Non Strata
705,Waverley,1065.0,1153.0,176.0,2019-06-30,Greater Sydney,Inner Ring,Other,690.0,71.0,1426.0,Strata
706,Waverley,1065.0,1153.0,176.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,998.0,54.0,591.0,Strata
707,Waverley,1065.0,1153.0,176.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,695.0,1051.0,10594.0,Strata
708,Woollahra,3500.0,3958.0,105.0,2019-06-30,Greater Sydney,Inner Ring,House,1283.0,126.0,950.0,Non Strata
709,Woollahra,1400.0,1533.0,135.0,2019-06-30,Greater Sydney,Inner Ring,Other,720.0,43.0,1086.0,Strata
710,Woollahra,1400.0,1533.0,135.0,2019-06-30,Greater Sydney,Inner Ring,Townhouse,1100.0,58.0,741.0,Strata
711,Woollahra,1400.0,1533.0,135.0,2019-06-30,Greater Sydney,Inner Ring,Flat/Unit,700.0,542.0,5745.0,Strata
712,Bayside,1127.0,1181.0,174.0,2019-06-30,Greater Sydney,Middle Ring,House,650.0,329.0,3351.0,Non Strata
713,Bayside,690.0,728.0,442.0,2019-06-30,Greater Sydney,Middle Ring,Other,510.0,77.0,2032.0,Strata
714,Bayside,690.0,728.0,442.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,650.0,80.0,1167.0,Strata
715,Bayside,690.0,728.0,442.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,560.0,1687.0,16314.0,Strata
716,Burwood,1265.0,1368.0,20.0,2019-06-30,Greater Sydney,Middle Ring,House,700.0,61.0,631.0,Non Strata
717,Burwood,728.0,739.0,72.0,2019-06-30,Greater Sydney,Middle Ring,Other,475.0,53.0,783.0,Strata
718,Burwood,728.0,739.0,72.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,620.0,20.0,216.0,Strata
719,Burwood,728.0,739.0,72.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,550.0,380.0,3012.0,Strata
720,Canada Bay,1650.0,1787.0,108.0,2019-06-30,Greater Sydney,Middle Ring,House,730.0,173.0,1737.0,Non Strata
721,Canada Bay,860.0,910.0,211.0,2019-06-30,Greater Sydney,Middle Ring,Other,530.0,56.0,874.0,Strata
722,Canada Bay,860.0,910.0,211.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,685.0,70.0,800.0,Strata
723,Canada Bay,860.0,910.0,211.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,580.0,918.0,8244.0,Strata
724,Canterbury-Bankstown,867.0,917.0,504.0,2019-06-30,Greater Sydney,Middle Ring,House,550.0,844.0,9133.0,Non Strata
725,Canterbury-Bankstown,536.0,544.0,358.0,2019-06-30,Greater Sydney,Middle Ring,Other,420.0,332.0,5222.0,Strata
726,Canterbury-Bankstown,536.0,544.0,358.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,590.0,239.0,3358.0,Strata
727,Canterbury-Bankstown,536.0,544.0,358.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,415.0,1465.0,15421.0,Strata
728,Cumberland,780.0,803.0,275.0,2019-06-30,Greater Sydney,Middle Ring,House,500.0,632.0,6700.0,Non Strata
729,Cumberland,570.0,624.0,284.0,2019-06-30,Greater Sydney,Middle Ring,Other,450.0,228.0,3226.0,Strata
730,Cumberland,570.0,624.0,284.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,530.0,250.0,2619.0,Strata
731,Cumberland,570.0,624.0,284.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,430.0,1182.0,11690.0,Strata
732,Georges River,1125.0,1231.0,186.0,2019-06-30,Greater Sydney,Middle Ring,House,590.0,302.0,3289.0,Non Strata
733,Georges River,633.0,651.0,200.0,2019-06-30,Greater Sydney,Middle Ring,Other,490.0,69.0,1869.0,Strata
734,Georges River,633.0,651.0,200.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,650.0,90.0,923.0,Strata
735,Georges River,633.0,651.0,200.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,490.0,873.0,8992.0,Strata
736,Hunters Hill,2534.0,2925.0,20.0,2019-06-30,Greater Sydney,Middle Ring,House,1075.0,32.0,262.0,Non Strata
737,Hunters Hill,755.0,793.0,20.0,2019-06-30,Greater Sydney,Middle Ring,Other,490.0,5.0,64.0,Strata
738,Hunters Hill,755.0,793.0,20.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,750.0,20.0,71.0,Strata
739,Hunters Hill,755.0,793.0,20.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,480.0,50.0,494.0,Strata
740,Ku-Ring-Gai,1894.0,2081.0,264.0,2019-06-30,Greater Sydney,Middle Ring,House,958.0,246.0,2690.0,Non Strata
741,Ku-Ring-Gai,930.0,1017.0,163.0,2019-06-30,Greater Sydney,Middle Ring,Other,670.0,20.0,490.0,Strata
742,Ku-Ring-Gai,930.0,1017.0,163.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,835.0,20.0,213.0,Strata
743,Ku-Ring-Gai,930.0,1017.0,163.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,580.0,444.0,4228.0,Strata
744,Parramatta,1006.0,1058.0,292.0,2019-06-30,Greater Sydney,Middle Ring,House,550.0,560.0,5505.0,Non Strata
745,Parramatta,668.0,4098.0,516.0,2019-06-30,Greater Sydney,Middle Ring,Other,455.0,162.0,3147.0,Strata
746,Parramatta,668.0,4098.0,516.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,550.0,249.0,2760.0,Strata
747,Parramatta,668.0,4098.0,516.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,480.0,2590.0,22841.0,Strata
748,Ryde,1400.0,1514.0,147.0,2019-06-30,Greater Sydney,Middle Ring,House,650.0,294.0,2667.0,Non Strata
749,Ryde,670.0,711.0,355.0,2019-06-30,Greater Sydney,Middle Ring,Other,550.0,59.0,1096.0,Strata
750,Ryde,670.0,711.0,355.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,600.0,133.0,1520.0,Strata
751,Ryde,670.0,711.0,355.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,490.0,1408.0,10960.0,Strata
752,Strathfield,2100.0,2105.0,36.0,2019-06-30,Greater Sydney,Middle Ring,House,680.0,57.0,631.0,Non Strata
753,Strathfield,650.0,5170.0,122.0,2019-06-30,Greater Sydney,Middle Ring,Other,480.0,78.0,809.0,Strata
754,Strathfield,650.0,5170.0,122.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,655.0,20.0,235.0,Strata
755,Strathfield,650.0,5170.0,122.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,500.0,481.0,4204.0,Strata
756,Willoughby,2215.0,2314.0,124.0,2019-06-30,Greater Sydney,Middle Ring,House,900.0,167.0,1600.0,Non Strata
757,Willoughby,930.0,2160.0,126.0,2019-06-30,Greater Sydney,Middle Ring,Other,660.0,31.0,580.0,Strata
758,Willoughby,930.0,2160.0,126.0,2019-06-30,Greater Sydney,Middle Ring,Townhouse,680.0,20.0,471.0,Strata
759,Willoughby,930.0,2160.0,126.0,2019-06-30,Greater Sydney,Middle Ring,Flat/Unit,595.0,697.0,6465.0,Strata
760,Blacktown,705.0,711.0,747.0,2019-06-30,Greater Sydney,Outer Ring,House,450.0,1864.0,18296.0,Non Strata
761,Blacktown,538.0,521.0,150.0,2019-06-30,Greater Sydney,Outer Ring,Other,373.0,274.0,3766.0,Strata
762,Blacktown,538.0,521.0,150.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,450.0,261.0,2973.0,Strata
763,Blacktown,538.0,521.0,150.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,370.0,469.0,4019.0,Strata
764,Blue Mountains,650.0,673.0,278.0,2019-06-30,Greater Sydney,Outer Ring,House,430.0,307.0,3466.0,Non Strata
765,Blue Mountains,565.0,538.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Other,400.0,5.0,292.0,Strata
766,Blue Mountains,565.0,538.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,410.0,20.0,278.0,Strata
767,Blue Mountains,565.0,538.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,330.0,53.0,687.0,Strata
768,Camden,695.0,718.0,299.0,2019-06-30,Greater Sydney,Outer Ring,House,503.0,610.0,5308.0,Non Strata
769,Camden,549.0,582.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Other,400.0,33.0,479.0,Strata
770,Camden,549.0,582.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,435.0,40.0,283.0,Strata
771,Camden,549.0,582.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,45.0,319.0,Strata
772,Campbelltown,575.0,585.0,323.0,2019-06-30,Greater Sydney,Outer Ring,House,420.0,770.0,7679.0,Non Strata
773,Campbelltown,404.0,407.0,78.0,2019-06-30,Greater Sydney,Outer Ring,Other,360.0,182.0,1844.0,Strata
774,Campbelltown,404.0,407.0,78.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,360.0,127.0,1697.0,Strata
775,Campbelltown,404.0,407.0,78.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,205.0,1838.0,Strata
776,Central Coast,620.0,663.0,967.0,2019-06-30,Greater Sydney,Outer Ring,House,440.0,1710.0,17648.0,Non Strata
777,Central Coast,450.0,486.0,276.0,2019-06-30,Greater Sydney,Outer Ring,Other,335.0,129.0,2975.0,Strata
778,Central Coast,450.0,486.0,276.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,425.0,270.0,2902.0,Strata
779,Central Coast,450.0,486.0,276.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,350.0,681.0,6624.0,Strata
780,Fairfield,700.0,712.0,267.0,2019-06-30,Greater Sydney,Outer Ring,House,480.0,506.0,6838.0,Non Strata
781,Fairfield,408.0,421.0,72.0,2019-06-30,Greater Sydney,Outer Ring,Other,380.0,214.0,2679.0,Strata
782,Fairfield,408.0,421.0,72.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,440.0,102.0,1756.0,Strata
783,Fairfield,408.0,421.0,72.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,382.0,4573.0,Strata
784,Hawkesbury,720.0,849.0,166.0,2019-06-30,Greater Sydney,Outer Ring,House,450.0,251.0,2607.0,Non Strata
785,Hawkesbury,515.0,489.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Other,290.0,20.0,481.0,Strata
786,Hawkesbury,515.0,489.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,400.0,59.0,549.0,Strata
787,Hawkesbury,515.0,489.0,20.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,340.0,65.0,625.0,Strata
788,Hornsby,1140.0,1177.0,250.0,2019-06-30,Greater Sydney,Outer Ring,House,660.0,333.0,3500.0,Non Strata
789,Hornsby,660.0,670.0,151.0,2019-06-30,Greater Sydney,Outer Ring,Other,460.0,55.0,1113.0,Strata
790,Hornsby,660.0,670.0,151.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,580.0,63.0,796.0,Strata
791,Hornsby,660.0,670.0,151.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,465.0,497.0,4678.0,Strata
792,Liverpool,728.0,745.0,348.0,2019-06-30,Greater Sydney,Outer Ring,House,500.0,705.0,7765.0,Non Strata
793,Liverpool,480.0,467.0,107.0,2019-06-30,Greater Sydney,Outer Ring,Other,400.0,165.0,2074.0,Strata
794,Liverpool,480.0,467.0,107.0,2019-06-30,Greater Sydney,Outer Ring,Townhouse,465.0,126.0,1527.0,Strata
795,Liverpool,480.0,467.0,107.0,2019-06-30,Greater Sydney,Outer Ring,Flat/Unit,390.0,671.0,6094.0,Strata
796,Northern Beaches,1673.0,1824.0,478.0,2019-06-30,Greater Sydney,Outer Ring,House,950.0,597.0,5286.0,Non Strata
797,Northern Beaches,815.0,902.0,455.0,2019-06-30,Greater Sydney,Outer Ring,Other,663.0,54.0,1808.0,Strata
